student_id,畢業年度,班級_原始,班級_標準,座號,統測報名序號,報考群類
113-3071-131018,113,商31,131,,3071-131018,09商業與管理群
113-3071-131019,113,商31,131,,3071-131019,09商業與管理群
113-3071-131021,113,商31,131,,3071-131021,09商業與管理群
113-3071-131022,113,商31,131,,3071-131022,09商業與管理群
113-3071-131023,113,商31,131,,3071-131023,09商業與管理群
113-3071-131024,113,商31,131,,3071-131024,09商業與管理群
113-3071-131025,113,商31,131,,3071-131025,09商業與管理群
113-3071-131026,113,商31,131,,3071-131026,09商業與管理群
113-3071-131027,113,商31,131,,3071-131027,09商業與管理群
113-3071-131028,113,商31,131,,3071-131028,09商業與管理群
113-3071-131029,113,商31,131,,3071-131029,09商業與管理群
113-3071-131030,113,商31,131,,3071-131030,09商業與管理群
113-3071-131031,113,商31,131,,3071-131031,09商業與管理群
113-3071-131032,113,商31,131,,3071-131032,09商業與管理群
113-3071-131034,113,商31,131,,3071-131034,09商業與管理群
113-3071-131035,113,商31,131,,3071-131035,09商業與管理群
113-3071-131036,113,商31,131,,3071-131036,09商業與管理群
113-3071-131037,113,商31,131,,3071-131037,09商業與管理群
113-3071-131038,113,商31,131,,3071-131038,09商業與管理群
113-3071-132001,113,商32,132,,3071-132001,09商業與管理群
113-3071-132004,113,商32,132,,3071-132004,09商業與管理群
113-3071-132005,113,商32,132,,3071-132005,09商業與管理群
113-3071-132006,113,商32,132,,3071-132006,09商業與管理群
113-3071-132008,113,商32,132,,3071-132008,09商業與管理群
113-3071-132009,113,商32,132,,3071-132009,09商業與管理群
113-3071-132010,113,商32,132,,3071-132010,09商業與管理群
113-3071-132011,113,商32,132,,3071-132011,09商業與管理群
113-3071-132012,113,商32,132,,3071-132012,09商業與管理群
113-3071-132013,113,商32,132,,3071-132013,09商業與管理群
113-3071-132014,113,商32,132,,3071-132014,09商業與管理群
113-3071-132015,113,商32,132,,3071-132015,09商業與管理群
113-3071-132017,113,商32,132,,3071-132017,09商業與管理群
113-3071-132018,113,商32,132,,3071-132018,09商業與管理群
113-3071-132019,113,商32,132,,3071-132019,09商業與管理群
113-3071-132021,113,商32,132,,3071-132021,09商業與管理群
113-3071-132022,113,商32,132,,3071-132022,09商業與管理群
113-3071-132025,113,商32,132,,3071-132025,09商業與管理群
113-3071-132026,113,商32,132,,3071-132026,09商業與管理群
113-3071-132028,113,商32,132,,3071-132028,09商業與管理群
113-3071-132031,113,商32,132,,3071-132031,09商業與管理群
113-3071-132032,113,商32,132,,3071-132032,09商業與管理群
113-3071-132035,113,商32,132,,3071-132035,09商業與管理群
113-3071-132036,113,商32,132,,3071-132036,09商業與管理群
113-3071-132037,113,商32,132,,3071-132037,09商業與管理群
113-3071-132038,113,商32,132,,3071-132038,09商業與管理群
113-3071-133001,113,商33,133,,3071-133001,09商業與管理群
113-3071-133002,113,商33,133,,3071-133002,09商業與管理群
113-3071-133003,113,商33,133,,3071-133003,09商業與管理群
113-3071-133004,113,商33,133,,3071-133004,09商業與管理群
113-3071-331013,113,會31,331,,3071-331013,09商業與管理群
113-3071-133005,113,商33,133,,3071-133005,09商業與管理群
113-3071-133006,113,商33,133,,3071-133006,09商業與管理群
113-3071-133007,113,商33,133,,3071-133007,09商業與管理群
113-3071-133008,113,商33,133,,3071-133008,09商業與管理群
113-3071-133009,113,商33,133,,3071-133009,09商業與管理群
113-3071-133010,113,商33,133,,3071-133010,09商業與管理群
113-3071-133011,113,商33,133,,3071-133011,09商業與管理群
113-3071-133012,113,商33,133,,3071-133012,09商業與管理群
113-3071-133013,113,商33,133,,3071-133013,09商業與管理群
113-3071-133014,113,商33,133,,3071-133014,09商業與管理群
113-3071-133015,113,商33,133,,3071-133015,09商業與管理群
113-3071-133016,113,商33,133,,3071-133016,09商業與管理群
113-3071-133017,113,商33,133,,3071-133017,09商業與管理群
113-3071-133018,113,商33,133,,3071-133018,09商業與管理群
113-3071-133019,113,商33,133,,3071-133019,09商業與管理群
113-3071-133020,113,商33,133,,3071-133020,09商業與管理群
113-3071-133021,113,商33,133,,3071-133021,09商業與管理群
113-3071-133022,113,商33,133,,3071-133022,09商業與管理群
113-3071-133023,113,商33,133,,3071-133023,09商業與管理群
113-3071-133024,113,商33,133,,3071-133024,09商業與管理群
113-3071-133025,113,商33,133,,3071-133025,09商業與管理群
113-3071-133026,113,商33,133,,3071-133026,09商業與管理群
113-3071-133027,113,商33,133,,3071-133027,09商業與管理群
113-3071-133028,113,商33,133,,3071-133028,09商業與管理群
113-3071-133029,113,商33,133,,3071-133029,09商業與管理群
113-3071-133030,113,商33,133,,3071-133030,09商業與管理群
113-3071-133031,113,商33,133,,3071-133031,09商業與管理群
113-3071-133033,113,商33,133,,3071-133033,09商業與管理群
113-3071-133034,113,商33,133,,3071-133034,09商業與管理群
113-3071-133035,113,商33,133,,3071-133035,09商業與管理群
113-3071-133036,113,商33,133,,3071-133036,09商業與管理群
113-3071-133037,113,商33,133,,3071-133037,09商業與管理群
113-3071-134001,113,商34,134,,3071-134001,09商業與管理群
113-3071-134002,113,商34,134,,3071-134002,09商業與管理群
113-3071-134003,113,商34,134,,3071-134003,09商業與管理群
113-3071-134004,113,商34,134,,3071-134004,09商業與管理群
113-3071-134005,113,商34,134,,3071-134005,09商業與管理群
113-3071-134006,113,商34,134,,3071-134006,09商業與管理群
113-3071-134007,113,商34,134,,3071-134007,09商業與管理群
113-3071-134008,113,商34,134,,3071-134008,09商業與管理群
113-3071-134009,113,商34,134,,3071-134009,09商業與管理群
113-3071-134011,113,商34,134,,3071-134011,09商業與管理群
113-3071-134012,113,商34,134,,3071-134012,09商業與管理群
113-3071-134013,113,商34,134,,3071-134013,09商業與管理群
113-3071-134015,113,商34,134,,3071-134015,09商業與管理群
113-3071-134016,113,商34,134,,3071-134016,09商業與管理群
113-3071-134017,113,商34,134,,3071-134017,09商業與管理群
113-3071-134023,113,商34,134,,3071-134023,09商業與管理群
113-3071-134026,113,商34,134,,3071-134026,09商業與管理群
113-3071-134027,113,商34,134,,3071-134027,09商業與管理群
113-3071-134028,113,商34,134,,3071-134028,09商業與管理群
113-3071-134029,113,商34,134,,3071-134029,16外語群日語類
113-3071-134030,113,商34,134,,3071-134030,09商業與管理群
113-3071-134032,113,商34,134,,3071-134032,09商業與管理群
113-3071-134033,113,商34,134,,3071-134033,09商業與管理群
113-3071-134035,113,商34,134,,3071-134035,09商業與管理群
113-3071-134036,113,商34,134,,3071-134036,09商業與管理群
113-3071-134037,113,商34,134,,3071-134037,09商業與管理群
113-3071-231001,113,國31,231,,3071-231001,09商業與管理群
113-3071-231002,113,國31,231,,3071-231002,09商業與管理群
113-3071-231003,113,國31,231,,3071-231003,09商業與管理群
113-3071-231004,113,國31,231,,3071-231004,09商業與管理群
113-3071-231005,113,國31,231,,3071-231005,09商業與管理群
113-3071-231006,113,國31,231,,3071-231006,09商業與管理群
113-3071-231007,113,國31,231,,3071-231007,09商業與管理群
113-3071-231008,113,國31,231,,3071-231008,09商業與管理群
113-3071-231009,113,國31,231,,3071-231009,09商業與管理群
113-3071-231010,113,國31,231,,3071-231010,09商業與管理群
113-3071-231013,113,國31,231,,3071-231013,09商業與管理群
113-3071-231014,113,國31,231,,3071-231014,09商業與管理群
113-3071-231016,113,國31,231,,3071-231016,52家政群
113-3071-231017,113,國31,231,,3071-231017,09商業與管理群
113-3071-231018,113,國31,231,,3071-231018,09商業與管理群
113-3071-231019,113,國31,231,,3071-231019,15外語群英語類
113-3071-231021,113,國31,231,,3071-231021,09商業與管理群
113-3071-231022,113,國31,231,,3071-231022,09商業與管理群
113-3071-231023,113,國31,231,,3071-231023,09商業與管理群
113-3071-231024,113,國31,231,,3071-231024,09商業與管理群
113-3071-231025,113,國31,231,,3071-231025,09商業與管理群
