student_id,畢業年度,班級_標準,座號,報考群類,模1_國文分數,模1_國文級分,模1_英文分數,模1_英文級分,模1_數學分數,模1_數學級分,模1_專一分數,模1_專一級分,模1_專二分數,模1_專二級分,模1_總分數,模1_總分級分,模1_轉換統測分數,模1_跨校排名,模2_國文分數,模2_國文級分,模2_英文分數,模2_英文級分,模2_數學分數,模2_數學級分,模2_專一分數,模2_專一級分,模2_專二分數,模2_專二級分,模2_總分數,模2_總分級分,模2_班級排名,模2_類別排名,模2_跨校排名,模2_轉換統測分數,模3_國文分數,模3_國文級分,模3_英文分數,模3_英文級分,模3_數學分數,模3_數學級分,模3_專一分數,模3_專一級分,模3_專二分數,模3_專二級分,模3_總分數,模3_總分級分,模3_班級排名,模3_類別排名,模3_跨校排名,模3_轉換統測分數,模4_國文分數,模4_國文級分,模4_英文分數,模4_英文級分,模4_數學分數,模4_數學級分,模4_專一分數,模4_專一級分,模4_專二分數,模4_專二級分,模4_總分數,模4_總分級分,模4_班級排名,模4_類別排名,模4_跨校排名,模4_轉換統測分數,模5_國文分數,模5_國文級分,模5_英文分數,模5_英文級分,模5_數學分數,模5_數學級分,模5_專一分數,模5_專一級分,模5_專二分數,模5_專二級分,模5_總分數,模5_總分級分,模5_班級排名,模5_類別排名,模5_跨校排名,模5_轉換統測分數,統測_國文分數,統測_國文級分,統測_英文分數,統測_英文級分,統測_數學B分數,統測_數學B級分,統測_專一分數,統測_專一級分,統測_專二分數,統測_專二級分,統測_總分數,統測_總分級分
113-3071-234036,113,234,,09商業與管理群,68.0,12.0,49.75,8.0,48.0,8.0,60.0,10.0,38.0,6.0,263.75,44.0,0.0,,80.0,14.0,58.75,9.0,36.0,6.0,76.0,12.0,50.0,8.0,300.75,49.0,,,,0.0,58.0,10.0,62.75,10.0,32.0,5.0,62.0,10.0,44.0,7.0,258.75,42.0,,,,0.0,64.0,11.0,62.0,10.0,48.0,8.0,66.0,10.0,52.0,8.0,292.0,47.0,,,,0.0,56.0,10.0,69.25,11.0,60.0,10.0,58.0,9.0,52.0,8.0,295.25,48.0,,,,0.0,76.0,12.0,51.0,8.0,52.0,8.0,66.0,11.0,38.0,6.0,283.0,45.0
113-3071-235001,113,235,,09商業與管理群,64.0,11.0,71.75,11.0,76.0,12.0,76.0,12.0,70.0,11.0,357.75,57.0,0.0,,46.0,8.0,68.25,11.0,80.0,13.0,82.0,13.0,70.0,11.0,346.25,56.0,,,,0.0,54.0,9.0,65.75,10.0,88.0,14.0,80.0,13.0,50.0,8.0,337.75,54.0,,,,0.0,62.0,11.0,45.0,7.0,80.0,13.0,70.0,11.0,70.0,11.0,327.0,53.0,,,,0.0,54.0,10.0,70.75,11.0,88.0,14.0,76.0,12.0,78.0,12.0,366.75,59.0,,,,0.0,64.0,10.0,78.5,12.0,88.0,14.0,74.0,12.0,84.0,13.0,388.5,61.0
113-3071-235002,113,235,,09商業與管理群,74.0,13.0,66.0,10.0,44.0,7.0,64.0,10.0,62.0,10.0,310.0,50.0,0.0,,56.0,10.0,56.25,9.0,40.0,7.0,60.0,10.0,52.0,8.0,264.25,44.0,,,,0.0,66.0,11.0,40.5,7.0,24.0,4.0,70.0,11.0,36.0,6.0,236.5,39.0,,,,0.0,26.0,5.0,33.0,5.0,20.0,4.0,38.0,6.0,32.0,5.0,149.0,25.0,,,,0.0,34.0,6.0,21.75,4.0,40.0,7.0,34.0,6.0,24.0,4.0,153.75,27.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113-3071-235003,113,235,,09商業與管理群,74.0,13.0,58.25,9.0,76.0,12.0,74.0,12.0,64.0,10.0,346.25,56.0,0.0,,70.0,12.0,73.0,11.0,68.0,11.0,82.0,13.0,86.0,13.0,379.0,60.0,,,,0.0,70.0,12.0,53.25,8.0,72.0,11.0,80.0,13.0,72.0,11.0,347.25,55.0,,,,0.0,72.0,12.0,63.0,10.0,72.0,11.0,80.0,13.0,78.0,12.0,365.0,58.0,,,,0.0,64.0,11.0,68.75,11.0,96.0,15.0,76.0,12.0,80.0,13.0,384.75,62.0,,,,0.0,74.0,12.0,68.0,11.0,84.0,13.0,76.0,12.0,68.0,11.0,370.0,59.0
113-3071-235004,113,235,,15外語群英語類,68.0,12.0,85.0,13.0,40.0,7.0,52.0,8.0,28.0,5.0,273.0,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,10.0,63.75,10.0,48.0,8.0,44.0,7.0,40.8,7.0,252.55,42.0,,,,0.0,26.0,5.0,51.75,8.0,,,,,40.3,7.0,,20.0,,,,0.0,62.0,10.0,79.0,12.0,60.0,10.0,58.0,10.0,46.5,8.0,305.5,50.0
113-3071-235005,113,235,,09商業與管理群,56.0,10.0,37.5,6.0,68.0,11.0,56.0,9.0,48.0,8.0,265.5,44.0,0.0,,56.0,10.0,34.0,6.0,68.0,11.0,68.0,11.0,36.0,6.0,262.0,44.0,,,,0.0,68.0,12.0,36.5,6.0,48.0,8.0,62.0,10.0,22.0,4.0,236.5,40.0,,,,0.0,58.0,10.0,29.25,5.0,56.0,9.0,62.0,10.0,28.0,5.0,233.25,39.0,,,,0.0,50.0,9.0,25.0,4.0,52.0,8.0,46.0,7.0,36.0,6.0,209.0,34.0,,,,0.0,72.0,12.0,47.5,8.0,64.0,10.0,54.0,9.0,42.0,7.0,279.5,46.0
113-3071-235006,113,235,,09商業與管理群,66.0,11.0,94.5,15.0,88.0,14.0,58.0,9.0,80.0,13.0,386.5,62.0,0.0,,64.0,11.0,95.25,15.0,88.0,14.0,70.0,11.0,76.0,12.0,393.25,63.0,,,,0.0,72.0,12.0,92.0,14.0,84.0,13.0,72.0,11.0,60.0,10.0,380.0,60.0,,,,0.0,64.0,11.0,80.0,13.0,88.0,14.0,78.0,12.0,60.0,10.0,370.0,60.0,,,,0.0,74.0,13.0,98.0,15.0,92.0,14.0,42.0,7.0,60.0,10.0,366.0,59.0,,,,0.0,76.0,12.0,100.0,15.0,92.0,14.0,66.0,11.0,64.0,10.0,398.0,62.0
113-3071-235007,113,235,,09商業與管理群,72.0,12.0,37.5,6.0,56.0,9.0,62.0,10.0,52.0,8.0,279.5,45.0,0.0,,50.0,9.0,20.25,4.0,60.0,10.0,52.0,8.0,42.0,7.0,224.25,38.0,,,,0.0,62.0,11.0,28.5,5.0,44.0,7.0,64.0,10.0,22.0,4.0,220.5,37.0,,,,0.0,58.0,10.0,29.25,5.0,52.0,8.0,52.0,8.0,34.0,6.0,225.25,37.0,,,,0.0,64.0,11.0,26.5,4.0,56.0,9.0,48.0,8.0,38.0,6.0,232.5,38.0,,,,0.0,74.0,12.0,20.0,4.0,72.0,11.0,62.0,10.0,34.0,6.0,262.0,43.0
113-3071-235009,113,235,,09商業與管理群,50.0,9.0,65.5,10.0,36.0,6.0,56.0,9.0,44.0,7.0,251.5,41.0,0.0,,48.0,9.0,51.0,8.0,44.0,7.0,50.0,8.0,52.0,8.0,245.0,40.0,,,,0.0,56.0,10.0,50.0,8.0,28.0,5.0,72.0,11.0,46.0,7.0,252.0,41.0,,,,0.0,56.0,10.0,31.25,5.0,24.0,4.0,56.0,9.0,28.0,5.0,195.25,33.0,,,,0.0,44.0,8.0,51.25,8.0,36.0,6.0,66.0,10.0,58.0,9.0,255.25,41.0,,,,0.0,58.0,9.0,64.5,10.0,44.0,7.0,72.0,12.0,56.0,9.0,294.5,47.0
113-3071-235010,113,235,,09商業與管理群,54.0,9.0,53.25,8.0,76.0,12.0,66.0,11.0,72.0,11.0,321.25,51.0,0.0,,60.0,11.0,43.0,7.0,60.0,10.0,84.0,13.0,66.0,10.0,313.0,51.0,,,,0.0,60.0,10.0,17.0,3.0,64.0,10.0,74.0,12.0,60.0,10.0,275.0,45.0,,,,0.0,48.0,8.0,39.0,6.0,76.0,12.0,76.0,12.0,76.0,12.0,315.0,50.0,,,,0.0,52.0,9.0,49.0,8.0,84.0,13.0,70.0,11.0,68.0,11.0,323.0,52.0,,,,0.0,70.0,11.0,58.0,9.0,96.0,15.0,70.0,11.0,84.0,13.0,378.0,59.0
113-3071-235011,113,235,,09商業與管理群,70.0,12.0,73.0,11.0,28.0,5.0,74.0,12.0,64.0,10.0,309.0,50.0,0.0,,56.0,10.0,69.0,11.0,52.0,8.0,68.0,11.0,66.0,10.0,311.0,50.0,,,,0.0,70.0,12.0,55.0,9.0,36.0,6.0,70.0,11.0,38.0,6.0,269.0,44.0,,,,0.0,64.0,11.0,61.0,10.0,36.0,6.0,74.0,12.0,42.0,7.0,277.0,46.0,,,,0.0,74.0,13.0,68.25,11.0,36.0,6.0,48.0,8.0,64.0,10.0,290.25,48.0,,,,0.0,80.0,13.0,89.0,14.0,60.0,10.0,70.0,11.0,64.0,10.0,363.0,58.0
113-3071-235012,113,235,,09商業與管理群,62.0,11.0,53.25,8.0,36.0,6.0,60.0,10.0,48.0,8.0,259.25,43.0,0.0,,74.0,13.0,38.25,6.0,32.0,5.0,62.0,10.0,38.0,6.0,244.25,40.0,,,,0.0,68.0,12.0,35.75,6.0,28.0,5.0,74.0,12.0,26.0,4.0,231.75,39.0,,,,0.0,52.0,9.0,28.0,5.0,48.0,8.0,60.0,10.0,42.0,7.0,230.0,39.0,,,,0.0,60.0,11.0,31.0,5.0,44.0,7.0,50.0,8.0,36.0,6.0,221.0,37.0,,,,0.0,64.0,10.0,43.5,7.0,60.0,10.0,66.0,11.0,28.0,5.0,261.5,43.0
113-3071-235014,113,235,,09商業與管理群,62.0,11.0,61.0,10.0,80.0,13.0,68.0,11.0,60.0,10.0,331.0,55.0,0.0,,62.0,11.0,59.0,9.0,76.0,12.0,60.0,10.0,40.0,7.0,297.0,49.0,,,,0.0,70.0,12.0,53.0,8.0,68.0,11.0,66.0,10.0,42.0,7.0,299.0,48.0,,,,0.0,54.0,9.0,40.75,7.0,52.0,8.0,56.0,9.0,44.0,7.0,246.75,40.0,,,,0.0,56.0,10.0,46.0,7.0,80.0,13.0,50.0,8.0,56.0,9.0,288.0,47.0,,,,0.0,74.0,12.0,53.0,8.0,80.0,13.0,58.0,10.0,52.0,8.0,317.0,51.0
113-3071-235015,113,235,,09商業與管理群,60.0,10.0,58.0,9.0,60.0,10.0,46.0,8.0,42.0,7.0,266.0,44.0,0.0,,50.0,9.0,45.0,7.0,88.0,14.0,54.0,9.0,54.0,9.0,291.0,48.0,,,,0.0,66.0,11.0,34.5,6.0,64.0,10.0,68.0,11.0,44.0,7.0,276.5,45.0,,,,0.0,64.0,11.0,38.75,6.0,48.0,8.0,52.0,8.0,34.0,6.0,236.75,39.0,,,,0.0,48.0,9.0,50.5,8.0,,,,,,,,17.0,,,,0.0,72.0,12.0,69.5,11.0,84.0,13.0,52.0,9.0,46.0,7.0,323.5,52.0
113-3071-235016,113,235,,09商業與管理群,66.0,11.0,78.5,12.0,36.0,6.0,64.0,10.0,50.0,8.0,294.5,47.0,0.0,,56.0,10.0,81.5,13.0,28.0,5.0,52.0,8.0,56.0,9.0,273.5,45.0,,,,0.0,70.0,12.0,70.0,11.0,60.0,10.0,70.0,11.0,54.0,9.0,324.0,53.0,,,,0.0,48.0,8.0,64.5,10.0,44.0,7.0,62.0,10.0,38.0,6.0,256.5,41.0,,,,0.0,62.0,11.0,89.75,14.0,64.0,10.0,58.0,9.0,54.0,9.0,327.75,53.0,,,,0.0,66.0,11.0,87.75,14.0,60.0,10.0,72.0,12.0,52.0,8.0,337.75,55.0
113-3071-235017,113,235,,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,10.0,59.5,9.0,48.0,8.0,60.0,10.0,72.0,11.0,299.5,48.0
113-3071-235018,113,235,,09商業與管理群,58.0,10.0,60.25,10.0,48.0,8.0,60.0,10.0,46.0,7.0,272.25,45.0,0.0,,64.0,11.0,51.0,8.0,24.0,4.0,58.0,9.0,40.0,7.0,237.0,39.0,,,,0.0,70.0,12.0,42.0,7.0,44.0,7.0,72.0,11.0,26.0,4.0,254.0,41.0,,,,0.0,60.0,10.0,28.75,5.0,32.0,5.0,58.0,9.0,30.0,5.0,208.75,34.0,,,,0.0,56.0,10.0,57.25,9.0,60.0,10.0,52.0,8.0,30.0,5.0,255.25,42.0,,,,0.0,84.0,13.0,65.5,10.0,68.0,11.0,58.0,10.0,38.0,6.0,313.5,50.0
113-3071-235019,113,235,,09商業與管理群,54.0,9.0,56.75,9.0,56.0,9.0,60.0,10.0,42.0,7.0,268.75,44.0,0.0,,62.0,11.0,41.75,7.0,52.0,8.0,56.0,9.0,40.0,7.0,251.75,42.0,,,,0.0,68.0,12.0,41.25,7.0,52.0,8.0,64.0,10.0,34.0,6.0,259.25,43.0,,,,0.0,62.0,11.0,41.75,7.0,40.0,7.0,64.0,10.0,34.0,6.0,241.75,41.0,,,,0.0,54.0,10.0,54.25,9.0,32.0,5.0,54.0,9.0,46.0,8.0,240.25,41.0,,,,0.0,66.0,11.0,56.0,9.0,52.0,8.0,68.0,11.0,38.0,6.0,280.0,45.0
113-3071-235020,113,235,,09商業與管理群,50.0,9.0,68.0,11.0,64.0,10.0,82.0,13.0,76.0,12.0,340.0,55.0,0.0,,74.0,13.0,55.0,9.0,68.0,11.0,84.0,13.0,86.0,13.0,367.0,59.0,,,,0.0,64.0,11.0,49.25,8.0,68.0,11.0,82.0,13.0,66.0,10.0,329.25,53.0,,,,0.0,66.0,11.0,47.25,8.0,68.0,11.0,84.0,13.0,94.0,15.0,359.25,58.0,,,,0.0,56.0,10.0,64.0,10.0,84.0,13.0,74.0,12.0,80.0,13.0,358.0,58.0,,,,0.0,68.0,11.0,67.0,11.0,84.0,13.0,82.0,13.0,78.0,12.0,379.0,60.0
113-3071-235021,113,235,,09商業與管理群,74.0,13.0,87.75,14.0,100.0,15.0,84.0,13.0,92.0,14.0,437.75,69.0,0.0,,70.0,12.0,85.0,13.0,96.0,15.0,88.0,14.0,92.0,14.0,431.0,68.0,,,,0.0,76.0,13.0,75.5,12.0,96.0,15.0,90.0,14.0,90.0,14.0,427.5,68.0,,,,0.0,78.0,13.0,73.5,12.0,84.0,13.0,88.0,14.0,94.0,15.0,417.5,67.0,,,,0.0,68.0,12.0,89.75,14.0,96.0,15.0,90.0,14.0,92.0,15.0,435.75,70.0,,,,0.0,88.0,14.0,92.5,14.0,100.0,15.0,86.0,14.0,90.0,14.0,456.5,71.0
113-3071-235022,113,235,,52家政群,52.0,9.0,28.5,5.0,,,36.0,6.0,,,,20.0,0.0,,,,,,40.0,7.0,,,,,,7.0,,,,0.0,,,,,16.0,3.0,,,60.0,10.0,,13.0,,,,0.0,52.0,9.0,23.0,4.0,,,58.0,10.0,,,,23.0,,,,0.0,,,,,,,,,,,,,,,,,54.0,9.0,32.0,5.0,56.0,9.0,52.0,9.0,0.0,0.0,194.0,32.0
113-3071-235023,113,235,,09商業與管理群,74.0,13.0,84.75,13.0,76.0,12.0,78.0,12.0,84.0,13.0,396.75,63.0,0.0,,72.0,13.0,73.5,12.0,56.0,9.0,76.0,12.0,86.0,13.0,363.5,59.0,,,,0.0,76.0,13.0,71.25,11.0,76.0,12.0,90.0,14.0,80.0,13.0,393.25,63.0,,,,0.0,70.0,12.0,69.0,11.0,64.0,10.0,78.0,12.0,74.0,12.0,355.0,57.0,,,,0.0,72.0,13.0,80.75,13.0,84.0,13.0,76.0,12.0,80.0,13.0,392.75,64.0,,,,0.0,82.0,13.0,87.0,14.0,88.0,14.0,76.0,12.0,80.0,13.0,413.0,66.0
113-3071-235024,113,235,,09商業與管理群,54.0,9.0,56.75,9.0,56.0,9.0,66.0,11.0,64.0,10.0,296.75,48.0,0.0,,56.0,10.0,63.25,10.0,72.0,11.0,68.0,11.0,62.0,10.0,321.25,52.0,,,,0.0,72.0,12.0,52.0,8.0,64.0,10.0,76.0,12.0,34.0,6.0,298.0,48.0,,,,0.0,52.0,9.0,48.25,8.0,44.0,7.0,60.0,10.0,54.0,9.0,258.25,43.0,,,,0.0,60.0,11.0,56.0,9.0,72.0,11.0,52.0,8.0,58.0,9.0,298.0,48.0,,,,0.0,76.0,12.0,55.5,9.0,76.0,12.0,72.0,12.0,58.0,9.0,337.5,54.0
113-3071-235025,113,235,,09商業與管理群,72.0,12.0,72.5,11.0,56.0,9.0,74.0,12.0,90.0,14.0,364.5,58.0,0.0,,68.0,12.0,65.0,10.0,76.0,12.0,92.0,14.0,84.0,13.0,385.0,61.0,,,,0.0,72.0,12.0,72.25,11.0,64.0,10.0,86.0,13.0,88.0,14.0,382.25,60.0,,,,0.0,72.0,12.0,71.0,11.0,64.0,10.0,96.0,15.0,100.0,15.0,403.0,63.0,,,,0.0,68.0,12.0,70.5,11.0,80.0,13.0,88.0,14.0,82.0,13.0,388.5,63.0,,,,0.0,78.0,12.0,85.0,13.0,80.0,13.0,86.0,14.0,88.0,14.0,417.0,66.0
113-3071-235026,113,235,,09商業與管理群,74.0,13.0,67.0,11.0,56.0,9.0,84.0,13.0,78.0,12.0,359.0,58.0,0.0,,64.0,11.0,58.25,9.0,52.0,8.0,78.0,12.0,74.0,12.0,326.25,52.0,,,,0.0,74.0,13.0,61.5,10.0,72.0,11.0,88.0,14.0,78.0,12.0,373.5,60.0,,,,0.0,66.0,11.0,38.75,6.0,32.0,5.0,86.0,13.0,66.0,10.0,288.75,45.0,,,,0.0,68.0,12.0,58.5,9.0,72.0,11.0,76.0,12.0,78.0,12.0,352.5,56.0,,,,0.0,80.0,13.0,69.5,11.0,72.0,11.0,74.0,12.0,82.0,13.0,377.5,60.0
113-3071-235027,113,235,,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,13.0,77.0,12.0,84.0,13.0,78.0,13.0,74.0,12.0,393.0,63.0
113-3071-235028,113,235,,09商業與管理群,70.0,12.0,53.75,9.0,28.0,5.0,70.0,11.0,40.0,7.0,261.75,44.0,0.0,,68.0,12.0,54.0,9.0,24.0,4.0,64.0,10.0,28.0,5.0,238.0,40.0,,,,0.0,60.0,10.0,46.0,7.0,32.0,5.0,70.0,11.0,30.0,5.0,238.0,38.0,,,,0.0,62.0,11.0,44.75,7.0,32.0,5.0,70.0,11.0,48.0,8.0,256.75,42.0,,,,0.0,68.0,12.0,52.0,8.0,48.0,8.0,56.0,9.0,36.0,6.0,260.0,43.0,,,,0.0,76.0,12.0,67.5,11.0,60.0,10.0,70.0,11.0,40.0,7.0,313.5,51.0
113-3071-235029,113,235,,09商業與管理群,64.0,11.0,58.0,9.0,68.0,11.0,72.0,12.0,70.0,11.0,332.0,54.0,0.0,,60.0,11.0,52.0,8.0,60.0,10.0,74.0,12.0,72.0,11.0,318.0,52.0,,,,0.0,70.0,12.0,55.0,9.0,64.0,10.0,70.0,11.0,52.0,8.0,311.0,50.0,,,,0.0,72.0,12.0,37.75,6.0,56.0,9.0,66.0,10.0,44.0,7.0,275.75,44.0,,,,0.0,68.0,12.0,65.5,10.0,64.0,10.0,62.0,10.0,62.0,10.0,321.5,52.0,,,,0.0,76.0,12.0,69.0,11.0,80.0,13.0,76.0,12.0,74.0,12.0,375.0,60.0
113-3071-235030,113,235,,09商業與管理群,38.0,7.0,2.0,1.0,,,38.0,6.0,,,,14.0,0.0,,34.0,6.0,0.0,0.0,28.0,5.0,6.0,1.0,,,,12.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,8.0,64.0,10.0,36.0,6.0,50.0,8.0,30.0,5.0,232.0,37.0
113-3071-235031,113,235,,09商業與管理群,58.0,10.0,49.25,8.0,48.0,8.0,62.0,10.0,34.0,6.0,251.25,42.0,0.0,,50.0,9.0,43.25,7.0,40.0,7.0,48.0,8.0,30.0,5.0,211.25,36.0,,,,0.0,58.0,10.0,30.0,5.0,32.0,5.0,54.0,9.0,44.0,7.0,218.0,36.0,,,,0.0,46.0,8.0,34.0,6.0,40.0,7.0,54.0,9.0,42.0,7.0,216.0,37.0,,,,0.0,,,,,48.0,8.0,54.0,9.0,38.0,6.0,,23.0,,,,0.0,62.0,10.0,49.0,8.0,56.0,9.0,70.0,11.0,40.0,7.0,277.0,45.0
113-3071-235032,113,235,,09商業與管理群,70.0,12.0,78.0,12.0,52.0,8.0,74.0,12.0,62.0,10.0,336.0,54.0,0.0,,58.0,10.0,65.25,10.0,44.0,7.0,84.0,13.0,64.0,10.0,315.25,50.0,,,,0.0,68.0,12.0,64.75,10.0,56.0,9.0,74.0,12.0,56.0,9.0,318.75,52.0,,,,0.0,60.0,10.0,54.75,9.0,48.0,8.0,80.0,13.0,48.0,8.0,290.75,48.0,,,,0.0,72.0,13.0,68.25,11.0,56.0,9.0,62.0,10.0,58.0,9.0,316.25,52.0,,,,0.0,80.0,13.0,81.0,13.0,64.0,10.0,66.0,11.0,60.0,10.0,351.0,57.0
113-3071-235033,113,235,,09商業與管理群,72.0,12.0,70.0,11.0,76.0,12.0,62.0,10.0,78.0,12.0,358.0,57.0,0.0,,66.0,12.0,57.75,9.0,56.0,9.0,72.0,11.0,68.0,11.0,319.75,52.0,,,,0.0,72.0,12.0,52.75,8.0,64.0,10.0,82.0,13.0,62.0,10.0,332.75,53.0,,,,0.0,68.0,12.0,41.5,7.0,60.0,10.0,70.0,11.0,58.0,9.0,297.5,49.0,,,,0.0,58.0,10.0,66.75,11.0,68.0,11.0,54.0,9.0,58.0,9.0,304.75,50.0,,,,0.0,78.0,12.0,69.0,11.0,76.0,12.0,64.0,10.0,44.0,7.0,331.0,52.0
113-3071-235035,113,235,,09商業與管理群,72.0,12.0,70.5,11.0,64.0,10.0,72.0,12.0,40.0,7.0,318.5,52.0,0.0,,72.0,13.0,67.25,11.0,40.0,7.0,60.0,10.0,50.0,8.0,289.25,49.0,,,,0.0,70.0,12.0,63.5,10.0,60.0,10.0,68.0,11.0,38.0,6.0,299.5,49.0,,,,0.0,64.0,11.0,63.0,10.0,56.0,9.0,68.0,11.0,30.0,5.0,281.0,46.0,,,,0.0,76.0,13.0,65.0,10.0,68.0,11.0,48.0,8.0,46.0,8.0,303.0,50.0,,,,0.0,76.0,12.0,95.0,15.0,68.0,11.0,62.0,10.0,44.0,7.0,345.0,55.0
113-3071-235036,113,235,,09商業與管理群,60.0,10.0,64.0,10.0,80.0,13.0,50.0,8.0,70.0,11.0,324.0,52.0,0.0,,56.0,10.0,51.0,8.0,68.0,11.0,60.0,10.0,54.0,9.0,289.0,48.0,,,,0.0,64.0,11.0,55.0,9.0,64.0,10.0,66.0,10.0,48.0,8.0,297.0,48.0,,,,0.0,62.0,11.0,57.0,9.0,60.0,10.0,62.0,10.0,42.0,7.0,283.0,47.0,,,,0.0,60.0,11.0,58.0,9.0,64.0,10.0,58.0,9.0,64.0,10.0,304.0,49.0,,,,0.0,56.0,9.0,77.0,12.0,68.0,11.0,64.0,10.0,60.0,10.0,325.0,52.0
113-3071-235037,113,235,,09商業與管理群,76.0,13.0,78.25,12.0,64.0,10.0,56.0,9.0,68.0,11.0,342.25,55.0,0.0,,68.0,12.0,69.75,11.0,64.0,10.0,62.0,10.0,66.0,10.0,329.75,53.0,,,,0.0,74.0,13.0,65.0,10.0,60.0,10.0,76.0,12.0,48.0,8.0,323.0,53.0,,,,0.0,66.0,11.0,69.0,11.0,44.0,7.0,68.0,11.0,52.0,8.0,299.0,48.0,,,,0.0,74.0,13.0,78.25,12.0,64.0,10.0,66.0,10.0,52.0,8.0,334.25,53.0,,,,0.0,76.0,12.0,81.25,13.0,76.0,12.0,78.0,13.0,62.0,10.0,373.25,60.0
113-3071-331001,113,331,,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,12.0,70.75,11.0,56.0,9.0,62.0,10.0,52.0,8.0,314.75,50.0
113-3071-331002,113,331,,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,12.0,75.0,12.0,52.0,8.0,60.0,10.0,44.0,7.0,305.0,49.0
113-3071-331003,113,331,,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,11.0,15.5,3.0,44.0,7.0,50.0,8.0,20.0,4.0,195.5,33.0
113-3071-331004,113,331,,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,12.0,83.75,13.0,52.0,8.0,62.0,10.0,56.0,9.0,327.75,52.0
113-3071-331005,113,331,,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,12.0,49.5,8.0,56.0,9.0,64.0,10.0,38.0,6.0,281.5,45.0
113-3071-331006,113,331,,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,9.0,58.0,9.0,52.0,8.0,54.0,9.0,50.0,8.0,272.0,43.0
113-3071-331007,113,331,,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,12.0,61.5,10.0,52.0,8.0,56.0,9.0,48.0,8.0,289.5,47.0
113-3071-331008,113,331,,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,7.0,77.75,12.0,64.0,10.0,58.0,10.0,60.0,10.0,303.75,49.0
113-3071-331009,113,331,,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,12.0,67.5,11.0,48.0,8.0,72.0,12.0,38.0,6.0,297.5,49.0
113-3071-331010,113,331,,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,11.0,65.0,10.0,48.0,8.0,62.0,10.0,48.0,8.0,289.0,47.0
113-3071-331011,113,331,,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,13.0,63.0,10.0,52.0,8.0,62.0,10.0,54.0,9.0,311.0,50.0
113-3071-331012,113,331,,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,13.0,71.0,11.0,56.0,9.0,44.0,7.0,62.0,10.0,315.0,50.0
113-3071-331014,113,331,,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,9.0,59.0,9.0,48.0,8.0,48.0,8.0,32.0,5.0,241.0,39.0
