年度,招生群類別,志願代碼,權重組別,學校名稱,系科組學程名稱,各科目加權,招生名額,錄取人數,錄取總分數,同分參酌分數,學校類型,科系分類
114,09商業與管理群,09309,I53,景文科技大學,資訊與通訊系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,8,0,,,私立科大,資訊類
114,09商業與管理群,09310,I53,景文科技大學,旅遊管理系航空暨運輸服務管理組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,2,216.0,,私立科大,商管類
114,09商業與管理群,09311,I53,景文科技大學,旅遊管理系休閒遊憩管理組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,5,0,,,私立科大,商管類
114,09商業與管理群,09312,I53,景文科技大學,餐飲管理系管理組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,6,3,253.0,,私立科大,商管類
114,09商業與管理群,09313,I53,景文科技大學,旅館管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,0,,,私立科大,商管類
114,09商業與管理群,09314,I53,中華醫事科技大學,護理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,25,1,204.0,,私立科大,醫護健康類
114,09商業與管理群,09315,I53,中華醫事科技大學,視光系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,2,181.0,,私立科大,其他
114,09商業與管理群,09316,I53,中華醫事科技大學,運動健康與休閒系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,3,327.0,,私立科大,餐旅觀光類
114,09商業與管理群,09317,I53,東南科技大學,休閒事業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,5,1,345.0,,私立科大,商管類
114,09商業與管理群,09318,I53,東南科技大學,數位媒體設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,1,217.5,,私立科大,設計類
114,09商業與管理群,09319,I32,德明財經科技大學,會計資訊系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,9,7,312.0,,私立科大,資訊類
114,09商業與管理群,09320,I14,德明財經科技大學,財政稅務系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,16,6,326.0,,私立科大,商管類
114,09商業與管理群,09321,I53,德明財經科技大學,財務金融系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,32,32,180.0,,私立科大,商管類
114,09商業與管理群,09322,I32,德明財經科技大學,風險管理與財富規劃系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,8,3,373.5,,私立科大,商管類
114,09商業與管理群,09323,I32,德明財經科技大學,企業管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,22,16,246.5,,私立科大,商管類
114,09商業與管理群,09324,I32,德明財經科技大學,企業管理系時尚經營管理組,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,9,9,320.5,,私立科大,設計類
114,09商業與管理群,09325,I32,德明財經科技大學,流通管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,9,1,315.5,,私立科大,商管類
114,09商業與管理群,09326,I14,德明財經科技大學,行銷管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,13,13,309.0,,私立科大,商管類
114,09商業與管理群,09327,I14,德明財經科技大學,行銷管理系觀光與會展組,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,6,2,221.5,,私立科大,商管類
114,09商業與管理群,09328,I8,德明財經科技大學,國際貿易系,國文*1.50 + 英文*1.50 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,10,5,292.5,,私立科大,商管類
114,09商業與管理群,09329,I28,德明財經科技大學,應用外語系,國文*1.00 + 英文*2.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,11,6,265.0,,私立科大,語文類
114,09商業與管理群,09330,I18,德明財經科技大學,應用外語系日文組,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,2,2,372.0,,私立科大,語文類
114,09商業與管理群,09331,I53,德明財經科技大學,資訊管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,20,6,248.0,,私立科大,資訊類
114,09商業與管理群,09332,I32,德明財經科技大學,資訊科技系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,13,4,238.0,,私立科大,資訊類
114,09商業與管理群,09333,I31,德明財經科技大學,多媒體設計系,國文*1.50 + 英文*1.25 + 數學*1.25 + 專業(一)*2.50 + 專業(二)*2.50,13,9,268.88,,私立科大,資訊類
114,09商業與管理群,09334,I53,德明財經科技大學,運動產業經營學士學位學程,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,4,221.0,,私立科大,其他
114,09商業與管理群,09335,I19,南開科技大學,行銷與流通管理系,國文*1.50 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,5,2,240.5,,私立科大,商管類
114,09商業與管理群,09336,I32,南開科技大學,休閒事業管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,5,0,,,私立科大,商管類
114,09商業與管理群,09337,I53,中華科技大學,行銷與流通管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,0,,,私立科大,商管類
114,09商業與管理群,09338,I53,中華科技大學,企業資訊與管理系企業資訊管理組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,2,192.25,,私立科大,資訊類
114,09商業與管理群,09339,I53,中華科技大學,企業資訊與管理系智能健康資訊管理組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,6,0,,,私立科大,資訊類
114,09商業與管理群,09340,I53,中華科技大學,航空服務管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,1,300.5,,私立科大,商管類
114,09商業與管理群,09341,I53,中華科技大學,建築系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,2,203.5,,私立科大,設計類
114,09商業與管理群,09342,I1,僑光科技大學,財務金融系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,33,16,348.0,,私立科大,商管類
114,09商業與管理群,09343,I1,僑光科技大學,企業管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,28,9,285.0,,私立科大,商管類
114,09商業與管理群,09344,I1,僑光科技大學,國際貿易系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,15,2,436.0,,私立科大,商管類
114,09商業與管理群,09345,I1,僑光科技大學,行銷與流通管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,32,22,306.0,,私立科大,商管類
114,09商業與管理群,09346,I14,僑光科技大學,財經法律系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,18,3,308.0,,私立科大,社會法政類
114,09商業與管理群,09347,I14,僑光科技大學,觀光與休閒事業管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,19,12,251.5,,私立科大,商管類
114,09商業與管理群,09348,I14,僑光科技大學,旅館與會展管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,7,0,,,私立科大,商管類
114,09商業與管理群,09349,I3,僑光科技大學,應用外語系,國文*1.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,5,2,328.0,,私立科大,語文類
114,09商業與管理群,09350,I5,僑光科技大學,資訊科技系,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,15,6,394.75,,私立科大,資訊類
114,09商業與管理群,09351,I13,僑光科技大學,多媒體與遊戲設計系,國文*2.00 + 英文*1.00 + 數學*2.00 + 專業(一)*3.00 + 專業(二)*3.00,10,9,310.0,,私立科大,資訊類
114,09商業與管理群,09352,I14,僑光科技大學,生活創意設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,8,0,,,私立科大,設計類
114,09商業與管理群,09353,I15,育達科技大學,物聯網工程與應用學士學位學程,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,2,291.5,,私立科大,其他
114,09商業與管理群,09354,I53,育達科技大學,社會工作系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,2,229.5,,私立科大,社會法政類
114,09商業與管理群,09355,I14,育達科技大學,觀光休閒管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,2,1,345.0,,私立科大,商管類
114,09商業與管理群,09356,I47,美和科技大學,護理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*3.00,13,1,336.5,,私立科大,醫護健康類
114,09商業與管理群,09357,I46,美和科技大學,美容系保健造型設計組,國文*1.75 + 英文*1.25 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*3.00,1,0,,,私立科大,設計類
114,09商業與管理群,09358,I15,美和科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,2,373.0,,私立科大,商管類
114,09商業與管理群,09359,I53,美和科技大學,觀光系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,1,0,,,私立科大,餐旅觀光類
114,09商業與管理群,09360,I14,吳鳳科技大學,數位科技與媒體設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,1,1,407.0,,私立科大,設計類
114,09商業與管理群,09361,I53,吳鳳科技大學,餐旅管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,0,,,私立科大,商管類
114,09商業與管理群,09362,I42,吳鳳科技大學,觀光休閒管理系,國文*1.50 + 英文*1.00 + 數學*1.00 + 專業(一)*2.25 + 專業(二)*2.25,2,2,310.5,,私立科大,商管類
114,09商業與管理群,09363,I53,吳鳳科技大學,休閒遊憩與運動管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,1,178.0,,私立科大,商管類
114,09商業與管理群,09364,I53,修平科技大學,資訊管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,8,2,227.5,,私立科大,資訊類
114,09商業與管理群,09365,I53,修平科技大學,企業經營管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,11,5,136.0,,私立科大,商管類
114,09商業與管理群,09366,I53,修平科技大學,應用日語系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,4,281.5,,私立科大,語文類
114,09商業與管理群,09367,I53,修平科技大學,數位媒體設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,2,305.5,,私立科大,設計類
114,09商業與管理群,09368,I53,修平科技大學,觀光與餐旅管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,0,,,私立科大,商管類
114,09商業與管理群,09369,I53,長庚學校財團法人長庚科技大學,護理系（林口校區）,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,12,8,275.0,,私立科大,醫護健康類
114,09商業與管理群,09370,I11,敏實科技大學,人工智慧應用工程學士學位學程,國文*1.00 + 英文*1.50 + 數學*1.25 + 專業(一)*3.00 + 專業(二)*3.00,10,0,,,私立科大,資訊類
114,09商業與管理群,09371,I15,臺北城市科技大學,資訊工程系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,7,2,242.0,,私立科大,資訊類
114,09商業與管理群,09372,I53,臺北城市科技大學,電腦與通訊工程系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,11,5,150.0,,私立科大,其他
114,09商業與管理群,09373,I2,臺北城市科技大學,行銷與流通管理系,國文*1.00 + 英文*2.00 + 數學*2.00 + 專業(一)*3.00 + 專業(二)*3.00,35,12,270.0,,私立科大,商管類
114,09商業與管理群,09374,I12,臺北城市科技大學,應用外語系,國文*2.00 + 英文*1.25 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,2,2,459.38,,私立科大,語文類
114,09商業與管理群,09375,I1,臺北城市科技大學,企業管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,16,11,262.0,,私立科大,商管類
114,09商業與管理群,09376,I15,臺北城市科技大學,數位多媒體設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,13,9,205.0,,私立科大,資訊類
114,09商業與管理群,09377,I53,醒吾科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,9,4,245.0,,私立科大,商管類
114,09商業與管理群,09378,I53,醒吾科技大學,國際商務系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,1,295.0,,私立科大,商管類
114,09商業與管理群,09379,I53,醒吾科技大學,行銷與流通管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,10,4,201.5,,私立科大,商管類
114,09商業與管理群,09380,I53,醒吾科技大學,資訊科技應用系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,21,0,,,私立科大,資訊類
114,09商業與管理群,09381,I53,醒吾科技大學,觀光休閒系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,4,240.0,,私立科大,餐旅觀光類
114,09商業與管理群,09382,I53,醒吾科技大學,旅運管理系旅遊觀光實務組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,3,139.5,,私立科大,商管類
114,09商業與管理群,09383,I53,醒吾科技大學,商業設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,6,0,,,私立科大,設計類
114,09商業與管理群,09384,I53,醒吾科技大學,數位設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,14,0,,,私立科大,設計類
114,09商業與管理群,09385,I53,醒吾科技大學,時尚產業經營管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,10,0,,,私立科大,設計類
114,09商業與管理群,09386,I53,醒吾科技大學,新媒體傳播系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,16,2,264.5,,私立科大,傳播類
114,09商業與管理群,09387,I53,文藻外語大學,英國語文系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,16,16,298.5,,私立大學,其他
114,09商業與管理群,09388,I17,文藻外語大學,法國語文系,國文*1.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,7,5,294.0,,私立大學,其他
114,09商業與管理群,09389,I53,文藻外語大學,德國語文系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,3,290.5,,私立大學,其他
114,09商業與管理群,09390,I53,文藻外語大學,西班牙語文系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,12,8,211.5,,私立大學,語文類
114,09商業與管理群,09391,I47,文藻外語大學,日本語文系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*3.00,29,24,248.0,,私立大學,其他
114,09商業與管理群,09392,I53,文藻外語大學,應用華語文系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,6,3,314.0,,私立大學,語文類
114,09商業與管理群,09393,I53,文藻外語大學,外語教學系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,6,3,244.0,,私立大學,語文類
114,09商業與管理群,09394,I4,文藻外語大學,翻譯系,國文*1.75 + 英文*1.75 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,16,3,424.13,,私立大學,其他
114,09商業與管理群,09395,I28,文藻外語大學,國際事務系,國文*1.00 + 英文*2.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,9,3,296.0,,私立大學,其他
114,09商業與管理群,09396,I53,文藻外語大學,國際企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,20,17,186.0,,私立大學,商管類
114,09商業與管理群,09397,I35,文藻外語大學,數位內容應用與管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,10,10,267.0,,私立大學,商管類
114,09商業與管理群,09398,I53,文藻外語大學,傳播藝術系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,9,9,270.5,,私立大學,傳播類
114,09商業與管理群,09399,I53,文藻外語大學,東南亞學系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,6,0,,,私立大學,其他
114,09商業與管理群,09400,I53,致理科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,37,37,366.0,,私立科大,商管類
114,09商業與管理群,09401,I53,致理科技大學,財務金融系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,37,37,435.0,,私立科大,商管類
114,09商業與管理群,09402,I53,致理科技大學,會計資訊系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,37,37,327.0,,私立科大,資訊類
114,09商業與管理群,09403,I53,致理科技大學,行銷與流通管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,31,31,397.0,,私立科大,商管類
114,09商業與管理群,09404,I53,致理科技大學,休閒遊憩管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,14,14,336.0,,私立科大,商管類
114,09商業與管理群,09405,I8,致理科技大學,國際貿易系,國文*1.50 + 英文*1.50 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,30,30,520.0,,私立科大,商管類
114,09商業與管理群,09406,I8,致理科技大學,應用英語系,國文*1.50 + 英文*1.50 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,13,13,497.5,,私立科大,語文類
114,09商業與管理群,09407,I8,致理科技大學,應用日語系,國文*1.50 + 英文*1.50 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,19,19,458.0,,私立科大,語文類
