年度,招生群類別,志願代碼,權重組別,學校名稱,系科組學程名稱,各科目加權,招生名額,錄取人數,錄取總分數,同分參酌分數,學校類型,科系分類
113,09商業與管理群,09235,I18,正修科技大學,數位多媒體設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,11,4,306.0,,私立科大,資訊類
113,09商業與管理群,09236,I13,正修科技大學,視覺傳達設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,9,1,525.0,,私立科大,設計類
113,09商業與管理群,09237,I14,正修科技大學,餐飲管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,10,1,442.0,,私立科大,商管類
113,09商業與管理群,09238,I1,正修科技大學,護理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,18,0,,,私立科大,醫護健康類
113,09商業與管理群,09239,I18,萬能科技大學,資訊工程系人工智慧與遊戲設計組,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,6,1,318.0,,私立科大,資訊類
113,09商業與管理群,09240,I18,萬能科技大學,資訊工程系遊戲設計與競技組,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,3,2,372.0,,私立科大,資訊類
113,09商業與管理群,09241,I14,萬能科技大學,商業設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,1,492.0,,私立科大,設計類
113,09商業與管理群,09242,I14,萬能科技大學,觀光與休閒事業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,2,1,425.0,,私立科大,商管類
113,09商業與管理群,09243,I14,萬能科技大學,旅館管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,2,1,409.0,,私立科大,商管類
113,09商業與管理群,09244,I51,萬能科技大學,航空暨運輸服務管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,7,264.0,,私立科大,商管類
113,09商業與管理群,09245,I14,萬能科技大學,行銷與流通管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,11,11,269.0,,私立科大,商管類
113,09商業與管理群,09246,I14,萬能科技大學,行銷與流通管理系航空暨運籌管理組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,1,230.0,,私立科大,商管類
113,09商業與管理群,09247,I14,萬能科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,10,9,308.0,,私立科大,商管類
113,09商業與管理群,09248,I14,萬能科技大學,企業管理系餐旅微型創業管理組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,4,1,311.5,,私立科大,商管類
113,09商業與管理群,09249,I14,萬能科技大學,資訊管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,1,485.5,,私立科大,資訊類
113,09商業與管理群,09250,I51,建國科技大學,國際企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,8,1,413.0,,私立科大,商管類
113,09商業與管理群,09251,I51,建國科技大學,行銷與服務管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,9,3,206.0,,私立科大,商管類
113,09商業與管理群,09252,I51,建國科技大學,應用外語系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,0,,,私立科大,語文類
113,09商業與管理群,09253,I20,建國科技大學,美容系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,4,1,262.0,,私立科大,其他
113,09商業與管理群,09254,I51,建國科技大學,觀光系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,2,236.0,,私立科大,餐旅觀光類
113,09商業與管理群,09255,I51,建國科技大學,視覺傳達設計系商業設計組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,9,1,311.5,,私立科大,設計類
113,09商業與管理群,09256,I51,建國科技大學,視覺傳達設計系媒體設計組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,0,,,私立科大,設計類
113,09商業與管理群,09257,I2,明志科技大學,環境與安全衛生工程系,國文*1.00 + 英文*2.00 + 數學*2.00 + 專業(一)*3.00 + 專業(二)*3.00,5,5,480.0,,私立科大,其他
113,09商業與管理群,09258,I12,明志科技大學,工業工程與管理系,國文*2.00 + 英文*1.00 + 數學*2.00 + 專業(一)*3.00 + 專業(二)*3.00,15,15,505.0,,私立科大,工程類
113,09商業與管理群,09259,I1,明志科技大學,經營管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,22,22,529.0,,私立科大,商管類
113,09商業與管理群,09260,I3,明志科技大學,數位行銷設計學士學位學程,國文*1.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,5,5,588.0,,私立科大,設計類
113,09商業與管理群,09261,I51,台鋼科技大學,資訊傳播與行銷系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,1,0,,,私立科大,資訊類
113,09商業與管理群,09262,I20,大仁科技大學,社會工作系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,3,2,301.5,,私立科大,社會法政類
113,09商業與管理群,09263,I31,大仁科技大學,生命禮儀暨關懷事業系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,1,1,454.0,,私立科大,其他
113,09商業與管理群,09264,I1,聖約翰科技大學,休閒運動與觀光管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,2,0,,,私立科大,商管類
113,09商業與管理群,09265,I13,嶺東科技大學,企業管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,42,21,287.5,,私立科大,商管類
113,09商業與管理群,09266,I13,嶺東科技大學,國際企業系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,33,4,254.0,,私立科大,商管類
113,09商業與管理群,09267,I6,嶺東科技大學,會計資訊系,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,26,6,456.25,,私立科大,資訊類
113,09商業與管理群,09268,I13,嶺東科技大學,行銷與流通管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,43,28,260.0,,私立科大,商管類
113,09商業與管理群,09269,I31,嶺東科技大學,資訊科技系網路管理與雲端應用組,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,25,8,248.0,,私立科大,資訊類
113,09商業與管理群,09270,I49,嶺東科技大學,幼兒保育系,國文*1.50 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.50,9,4,146.0,,私立科大,教育類
113,09商業與管理群,09271,I6,嶺東科技大學,觀光與休閒管理系,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,11,11,400.25,,私立科大,商管類
113,09商業與管理群,09272,I6,嶺東科技大學,資訊管理系資訊管理應用組,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,14,14,307.0,,私立科大,資訊類
113,09商業與管理群,09273,I6,嶺東科技大學,資訊管理系數位生活設計組,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,8,8,334.0,,私立科大,資訊類
113,09商業與管理群,09274,I6,嶺東科技大學,時尚經營系,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,9,4,291.0,,私立科大,設計類
113,09商業與管理群,09275,I1,嶺東科技大學,應用外語系應用英語組,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,10,8,326.0,,私立科大,語文類
113,09商業與管理群,09276,I6,嶺東科技大學,財務金融系,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,16,16,435.25,,私立科大,商管類
113,09商業與管理群,09277,I6,嶺東科技大學,應用外語系應用日語組,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,6,6,445.5,,私立科大,語文類
113,09商業與管理群,09278,I1,中國科技大學,影視設計系（臺北校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,3,598.0,,私立科大,設計類
113,09商業與管理群,09279,I1,中國科技大學,企業管理系（臺北校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,6,6,334.0,,私立科大,商管類
113,09商業與管理群,09280,I1,中國科技大學,企業管理系航空暨運輸服務管理組（臺北校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,4,3,410.0,,私立科大,商管類
113,09商業與管理群,09281,I1,中國科技大學,管理學院企業管理雙學士學位學程（臺北校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,5,0,,,私立科大,商管類
113,09商業與管理群,09282,I6,中國科技大學,智慧商務經營管理系（臺北校區）,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,5,0,,,私立科大,商管類
113,09商業與管理群,09283,I1,中國科技大學,財務金融系（臺北校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,9,6,345.0,,私立科大,商管類
113,09商業與管理群,09284,I1,中國科技大學,行銷與流通管理系（臺北校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,10,1,619.0,,私立科大,商管類
113,09商業與管理群,09285,I1,中國科技大學,應用英語系（臺北校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,4,1,320.0,,私立科大,語文類
113,09商業與管理群,09286,I1,中國科技大學,觀光與休閒事業管理系（臺北校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,5,3,418.0,,私立科大,商管類
113,09商業與管理群,09287,I6,中國科技大學,資訊管理系（臺北校區）,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,7,1,539.25,,私立科大,資訊類
113,09商業與管理群,09288,I1,中國科技大學,影視設計系（新竹校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,2,0,,,私立科大,設計類
113,09商業與管理群,09289,I1,中國科技大學,行銷與流通管理系（新竹校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,0,,,私立科大,商管類
113,09商業與管理群,09290,I1,中國科技大學,觀光與休閒事業管理系（新竹校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,4,0,,,私立科大,商管類
113,09商業與管理群,09291,I6,中國科技大學,資訊工程系（新竹校區）,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,1,0,,,私立科大,資訊類
113,09商業與管理群,09292,I51,中臺科技大學,視光系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,21,1,263.5,,私立科大,其他
113,09商業與管理群,09293,I51,中臺科技大學,經營管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,14,7,277.0,,私立科大,商管類
113,09商業與管理群,09294,I51,中臺科技大學,行銷管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,9,8,229.5,,私立科大,商管類
113,09商業與管理群,09295,I14,中臺科技大學,醫療暨健康產業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,10,6,312.0,,私立科大,商管類
113,09商業與管理群,09296,I51,中臺科技大學,資訊管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,5,5,272.0,,私立科大,資訊類
113,09商業與管理群,09297,I14,中臺科技大學,兒童教育暨事業經營系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,11,2,350.0,,私立科大,教育類
113,09商業與管理群,09298,I48,中臺科技大學,護理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*3.00,15,5,255.5,,私立科大,醫護健康類
113,09商業與管理群,09299,I51,中臺科技大學,高齡健康照護系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,5,2,291.5,,私立科大,醫護健康類
113,09商業與管理群,09300,I51,台南應用科技大學,服飾設計管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,2,465.0,,私立科大,設計類
113,09商業與管理群,09301,I51,台南應用科技大學,國際企業經營系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,13,2,275.5,,私立科大,商管類
113,09商業與管理群,09302,I51,台南應用科技大學,財務金融系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,16,10,193.5,,私立科大,商管類
113,09商業與管理群,09303,I13,台南應用科技大學,資訊管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,14,9,421.5,,私立科大,資訊類
113,09商業與管理群,09304,I20,台南應用科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,21,7,206.0,,私立科大,商管類
113,09商業與管理群,09305,I51,台南應用科技大學,室內設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,2,358.0,,私立科大,設計類
113,09商業與管理群,09306,I13,台南應用科技大學,視覺傳達設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,8,4,322.0,,私立科大,設計類
113,09商業與管理群,09307,I51,遠東科技大學,行銷與流通管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,1,316.0,,私立科大,商管類
113,09商業與管理群,09308,I51,遠東科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,1,0,,,私立科大,商管類
113,09商業與管理群,09309,I51,遠東科技大學,休閒運動管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,1,0,,,私立科大,商管類
113,09商業與管理群,09310,I42,元培醫事科技大學,醫務管理系醫療產業管理組,國文*1.25 + 英文*1.00 + 數學*1.00 + 專業(一)*2.25 + 專業(二)*2.00,5,3,243.0,,私立科大,商管類
113,09商業與管理群,09311,I31,元培醫事科技大學,資訊管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,6,4,270.0,,私立科大,資訊類
113,09商業與管理群,09312,I14,元培醫事科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,3,329.0,,私立科大,商管類
113,09商業與管理群,09313,I51,元培醫事科技大學,健康休閒管理系運動休閒組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,2,222.0,,私立科大,商管類
113,09商業與管理群,09314,I51,元培醫事科技大學,視光系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,2,260.5,,私立科大,其他
113,09商業與管理群,09315,I51,元培醫事科技大學,餐飲管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,2,213.5,,私立科大,商管類
113,09商業與管理群,09316,I51,景文科技大學,行銷與流通管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,13,4,200.0,,私立科大,商管類
113,09商業與管理群,09317,I51,景文科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,8,6,219.5,,私立科大,商管類
113,09商業與管理群,09318,I51,景文科技大學,行動商務與多媒體應用系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,9,2,206.0,,私立科大,資訊類
113,09商業與管理群,09319,I51,景文科技大學,理財與稅務規劃系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,1,310.5,,私立科大,其他
113,09商業與管理群,09320,I51,景文科技大學,旅遊管理系航空暨運輸服務管理組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,6,3,216.0,,私立科大,商管類
113,09商業與管理群,09321,I51,景文科技大學,旅遊管理系休閒遊憩管理組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,2,297.5,,私立科大,商管類
113,09商業與管理群,09322,I51,景文科技大學,旅館管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,0,,,私立科大,商管類
113,09商業與管理群,09323,I51,中華醫事科技大學,護理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,8,1,305.5,,私立科大,醫護健康類
113,09商業與管理群,09324,I51,中華醫事科技大學,視光系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,5,2,333.0,,私立科大,其他
113,09商業與管理群,09325,I51,東南科技大學,休閒事業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,1,298.0,,私立科大,商管類
113,09商業與管理群,09326,I51,東南科技大學,數位媒體設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,1,265.0,,私立科大,設計類
113,09商業與管理群,09327,I13,德明財經科技大學,會計資訊系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,13,5,354.0,,私立科大,資訊類
113,09商業與管理群,09328,I13,德明財經科技大學,財政稅務系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,25,6,340.0,,私立科大,商管類
113,09商業與管理群,09329,I51,德明財經科技大學,財務金融系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,35,27,222.0,,私立科大,商管類
113,09商業與管理群,09330,I51,德明財經科技大學,財務金融系不動產金融與投資管理組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,5,5,286.0,,私立科大,資訊類
113,09商業與管理群,09331,I51,德明財經科技大學,財務金融系數位金融組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,1,303.5,,私立科大,商管類
113,09商業與管理群,09332,I31,德明財經科技大學,風險管理與財富規劃系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,9,3,233.0,,私立科大,商管類
113,09商業與管理群,09333,I31,德明財經科技大學,企業管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,35,13,285.0,,私立科大,商管類
113,09商業與管理群,09334,I31,德明財經科技大學,企業管理系時尚經營管理組,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,10,2,310.5,,私立科大,設計類
113,09商業與管理群,09335,I31,德明財經科技大學,流通管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,16,5,276.0,,私立科大,商管類
113,09商業與管理群,09336,I13,德明財經科技大學,行銷管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,36,20,328.0,,私立科大,商管類
113,09商業與管理群,09337,I13,德明財經科技大學,行銷管理系國際會展與觀光休閒組,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,23,2,441.0,,私立科大,商管類
113,09商業與管理群,09338,I8,德明財經科技大學,國際貿易系,國文*1.50 + 英文*1.50 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,26,4,286.0,,私立科大,商管類
113,09商業與管理群,09339,I43,德明財經科技大學,應用外語系,國文*1.00 + 英文*2.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*3.00,12,7,324.0,,私立科大,語文類
113,09商業與管理群,09340,I46,德明財經科技大學,應用外語系日文組,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*3.00,11,5,315.5,,私立科大,語文類
113,09商業與管理群,09341,I51,德明財經科技大學,資訊管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,7,262.0,,私立科大,資訊類
113,09商業與管理群,09342,I31,德明財經科技大學,資訊科技系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,27,4,305.0,,私立科大,資訊類
113,09商業與管理群,09343,I30,德明財經科技大學,多媒體設計系,國文*1.50 + 英文*1.25 + 數學*1.25 + 專業(一)*2.50 + 專業(二)*2.50,25,9,263.0,,私立科大,資訊類
113,09商業與管理群,09344,I19,南開科技大學,行銷與流通管理系,國文*1.50 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,6,2,382.0,,私立科大,商管類
113,09商業與管理群,09345,I28,南開科技大學,休閒事業管理系,國文*1.50 + 英文*1.50 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,7,3,343.0,,私立科大,商管類
113,09商業與管理群,09346,I6,中華科技大學,建築系（台北校區）,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,10,0,,,私立科大,設計類
113,09商業與管理群,09347,I31,中華科技大學,行銷與流通管理系（台北校區）,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,5,0,,,私立科大,商管類
113,09商業與管理群,09348,I51,中華科技大學,企業資訊與管理系（台北校區）,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,4,263.5,,私立科大,資訊類
113,09商業與管理群,09349,I1,中華科技大學,航空服務管理系（台北校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,10,2,516.0,,私立科大,商管類
113,09商業與管理群,09350,I4,僑光科技大學,財務金融系,國文*1.75 + 英文*1.75 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,53,28,226.0,,私立科大,商管類
113,09商業與管理群,09351,I1,僑光科技大學,企業管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,40,33,310.0,,私立科大,商管類
113,09商業與管理群,09352,I1,僑光科技大學,國際貿易系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,20,8,302.0,,私立科大,商管類
113,09商業與管理群,09353,I1,僑光科技大學,行銷與流通管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,43,43,340.0,,私立科大,商管類
113,09商業與管理群,09354,I13,僑光科技大學,財經法律系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,12,10,368.0,,私立科大,社會法政類
113,09商業與管理群,09355,I6,僑光科技大學,資訊科技系,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,10,10,478.38,,私立科大,資訊類
113,09商業與管理群,09356,I12,僑光科技大學,多媒體與遊戲設計系,國文*2.00 + 英文*1.00 + 數學*2.00 + 專業(一)*3.00 + 專業(二)*3.00,8,8,482.5,,私立科大,資訊類
113,09商業與管理群,09357,I1,僑光科技大學,生活創意設計系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,13,9,322.0,,私立科大,設計類
113,09商業與管理群,09358,I13,僑光科技大學,旅館與會展管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,2,2,452.0,,私立科大,商管類
113,09商業與管理群,09359,I14,育達科技大學,物聯網工程與應用學士學位學程,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,6,4,327.0,,私立科大,其他
113,09商業與管理群,09360,I51,育達科技大學,社會工作系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,4,196.0,,私立科大,社會法政類
113,09商業與管理群,09361,I13,育達科技大學,觀光休閒管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,4,3,292.0,,私立科大,商管類
113,09商業與管理群,09362,I14,育達科技大學,時尚造型設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,2,1,288.0,,私立科大,設計類
113,09商業與管理群,09363,I14,美和科技大學,護理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,1,0,,,私立科大,醫護健康類
113,09商業與管理群,09364,I14,美和科技大學,資訊科技系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,1,1,404.0,,私立科大,資訊類
113,09商業與管理群,09365,I14,美和科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,1,0,,,私立科大,商管類
113,09商業與管理群,09366,I14,美和科技大學,觀光系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,1,0,,,私立科大,餐旅觀光類
113,09商業與管理群,09367,I13,吳鳳科技大學,數位科技與媒體設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,1,1,361.5,,私立科大,設計類
113,09商業與管理群,09368,I41,吳鳳科技大學,觀光休閒管理系,國文*1.50 + 英文*1.00 + 數學*1.00 + 專業(一)*2.25 + 專業(二)*2.25,1,1,230.0,,私立科大,商管類
113,09商業與管理群,09369,I51,吳鳳科技大學,休閒遊憩與運動管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,3,228.0,50.0,私立科大,商管類
113,09商業與管理群,09370,I51,修平科技大學,資訊管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,5,5,259.0,,私立科大,資訊類
113,09商業與管理群,09371,I51,修平科技大學,企業經營管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,1,285.0,,私立科大,商管類
