student_id,畢業年度,班級_標準,甄選群類,志願學校,志願學校類型,志願科系,志願科系分類,系科組代碼,一階篩選結果,不通過原因,二階結果,是否最終錄取
113-3071-232014,113,232,09商業與管理群,國立臺北商業大學,國立大學,會計資訊系（臺北校區）,資訊類,,未通過,未通過第1項倍率篩選,,False
113-3071-232014,113,232,09商業與管理群,國立臺北商業大學,國立大學,財務金融系（臺北校區）,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-232015,113,232,09商業與管理群,國立臺中科技大學,國立科大,財政稅務系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-232015,113,232,09商業與管理群,中原大學,私立大學,會計學系,商管類,,通過,,未錄取,False
113-3071-232015,113,232,09商業與管理群,逢甲大學,私立大學,會計學系,商管類,,未通過,未通過同級分超額篩選,,False
113-3071-232015,113,232,09商業與管理群,逢甲大學,私立大學,風險管理與保險學系,商管類,,未通過,未通過第3項倍率篩選,,False
113-3071-232015,113,232,09商業與管理群,銘傳大學,私立大學,企業管理學系（台北校區）,商管類,,通過,,未錄取,False
113-3071-232015,113,232,09商業與管理群,實踐大學,私立大學,風險管理與保險學系（臺北校區）,商管類,,通過,,未錄取,False
113-3071-232016,113,232,09商業與管理群,國立雲林科技大學,國立科大,文化資產維護系,藝術人文類,,通過,,未錄取,False
113-3071-232016,113,232,09商業與管理群,國立高雄科技大學,國立科大,運籌管理系,商管類,,通過,,正取,False
113-3071-232016,113,232,09商業與管理群,國立高雄科技大學,國立科大,海洋休閒管理系,商管類,,通過,,未錄取,False
113-3071-232016,113,232,09商業與管理群,國立高雄科技大學,國立科大,文化創意產業系,設計類,,通過,,正取,False
113-3071-232016,113,232,09商業與管理群,國立體育大學,國立大學,休閒產業經營學系,餐旅觀光類,,通過,,正取,False
113-3071-232016,113,232,09商業與管理群,國立臺灣體育運動大學,國立大學,運動事業管理學系,商管類,,通過,,正取,False
113-3071-232017,113,232,09商業與管理群,國立雲林科技大學,國立科大,財務金融系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-232018,113,232,09商業與管理群,國立高雄科技大學,國立科大,財政稅務系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-232018,113,232,09商業與管理群,國立高雄科技大學,國立科大,漁業科技與管理系,商管類,,通過,,未錄取,False
113-3071-232018,113,232,09商業與管理群,致理科技大學,私立科大,財務金融系,商管類,,通過,,正取,False
113-3071-232018,113,232,21資管類,世新大學,私立大學,資訊管理學系資訊科技組,資訊類,,未通過,未通過第1項倍率篩選,,False
113-3071-232019,113,232,09商業與管理群,國立高雄科技大學,國立科大,財務管理系,商管類,,未通過,未通過第2項倍率篩選,,False
113-3071-232019,113,232,09商業與管理群,國立臺中科技大學,國立科大,國際貿易與經營系,商管類,,通過,,未錄取,False
113-3071-232019,113,232,09商業與管理群,中原大學,私立大學,國際經營與貿易學系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-232019,113,232,09商業與管理群,中原大學,私立大學,會計學系,商管類,,通過,,正取,False
113-3071-232019,113,232,09商業與管理群,逢甲大學,私立大學,國際經營與貿易學系,商管類,,通過,,備取2,False
113-3071-232019,113,232,09商業與管理群,逢甲大學,私立大學,經濟學系,商管類,,通過,,正取,False
113-3071-232020,113,232,09商業與管理群,國立高雄科技大學,國立科大,工業工程與管理系,工程類,,未通過,未通過第1項倍率篩選,,False
113-3071-232020,113,232,09商業與管理群,國立高雄科技大學,國立科大,企業管理系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-232020,113,232,09商業與管理群,國立虎尾科技大學,國立科大,工業管理系,商管類,,未通過,未通過第2項倍率篩選,,False
113-3071-232020,113,232,09商業與管理群,國立勤益科技大學,國立科大,工業工程與管理系,工程類,,通過,,--(正取),False
113-3071-232020,113,232,09商業與管理群,國立臺中科技大學,國立科大,企業管理系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-232020,113,232,09商業與管理群,致理科技大學,私立科大,企業管理系,商管類,,通過,,備取16(正取),False
113-3071-232021,113,232,09商業與管理群,國立臺北護理健康大學,國立大學,生死與健康心理諮商系,醫護健康類,,通過,,正取,False
113-3071-232021,113,232,09商業與管理群,國立臺中科技大學,國立科大,國際貿易與經營系,商管類,,通過,,備取12,False
113-3071-232021,113,232,09商業與管理群,中原大學,私立大學,國際經營與貿易學系,商管類,,通過,,備取4,False
113-3071-232021,113,232,09商業與管理群,逢甲大學,私立大學,國際經營與貿易學系,商管類,,通過,,備取16,False
113-3071-232022,113,232,09商業與管理群,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,,未通過,未通過同級分超額篩選,,False
113-3071-232022,113,232,09商業與管理群,國立臺北商業大學,國立大學,國際商務系（臺北校區）,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-232022,113,232,09商業與管理群,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,,通過,,正取,False
113-3071-232023,113,232,09商業與管理群,國立雲林科技大學,國立科大,工業工程與管理系,工程類,,未通過,未通過第2項倍率篩選,,False
113-3071-232023,113,232,21資管類,國立雲林科技大學,國立科大,資訊管理系,資訊類,,未通過,未通過第3項倍率篩選,,False
113-3071-232023,113,232,09商業與管理群,國立臺北科技大學,國立科大,工業工程與管理系,工程類,,未通過,未通過第1項倍率篩選,,False
113-3071-232024,113,232,09商業與管理群,國立臺灣科技大學,國立科大,企業管理系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-232024,113,232,09商業與管理群,國立臺北科技大學,國立科大,資訊與財金管理系,資訊類,,未通過,未通過第1項倍率篩選,,False
113-3071-232025,113,232,09商業與管理群,國立雲林科技大學,國立科大,工業工程與管理系,工程類,,未通過,未通過同級分超額篩選,,False
113-3071-232025,113,232,09商業與管理群,國立雲林科技大學,國立科大,文化資產維護系,藝術人文類,,通過,,未錄取,False
113-3071-232025,113,232,09商業與管理群,國立高雄科技大學,國立科大,金融系,商管類,,未通過,未通過第3項倍率篩選,,False
113-3071-232025,113,232,09商業與管理群,國立高雄科技大學,國立科大,人力資源發展系,商管類,,通過,,未錄取,False
113-3071-232025,113,232,09商業與管理群,國立高雄科技大學,國立科大,智慧商務系,商管類,,通過,,未錄取,False
113-3071-232029,113,232,09商業與管理群,國立高雄科技大學,國立科大,企業管理系,商管類,,通過,,正取,False
113-3071-232029,113,232,09商業與管理群,國立高雄科技大學,國立科大,人力資源發展系,商管類,,未通過,未通過第2項倍率篩選,,False
113-3071-232029,113,232,09商業與管理群,國立臺中科技大學,國立科大,企業管理系,商管類,,通過,,正取,False
113-3071-232030,113,232,09商業與管理群,國立高雄科技大學,國立科大,商務資訊應用系,資訊類,,未通過,未通過第1項倍率篩選,,False
113-3071-232030,113,232,09商業與管理群,國立高雄餐旅大學,國立大學,餐旅暨會展行銷管理系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-232030,113,232,09商業與管理群,國立臺中科技大學,國立科大,保險金融管理系,商管類,,通過,,備取24,False
113-3071-232030,113,232,09商業與管理群,國立宜蘭大學,國立大學,應用經濟與管理學系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-232031,113,232,09商業與管理群,國立雲林科技大學,國立科大,企業管理系,商管類,,未通過,未通過同級分超額篩選,,False
113-3071-232031,113,232,09商業與管理群,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-232031,113,232,09商業與管理群,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-232031,113,232,09商業與管理群,中原大學,私立大學,會計學系,商管類,,通過,,備取12,False
113-3071-232031,113,232,09商業與管理群,淡江大學,私立大學,會計學系,商管類,,通過,,備取1,False
113-3071-232031,113,232,09商業與管理群,逢甲大學,私立大學,財稅學系,商管類,,通過,,未錄取,False
113-3071-232033,113,232,09商業與管理群,國立臺灣科技大學,國立科大,企業管理系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-232033,113,232,09商業與管理群,國立臺北科技大學,國立科大,經營管理系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-232033,113,232,09商業與管理群,國立臺北科技大學,國立科大,資訊與財金管理系,資訊類,,未通過,未通過第1項倍率篩選,,False
113-3071-232033,113,232,09商業與管理群,國立臺北商業大學,國立大學,會計資訊系（臺北校區）,資訊類,,通過,,未錄取,False
113-3071-232033,113,232,09商業與管理群,國立臺北商業大學,國立大學,財務金融系（臺北校區）,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-232034,113,232,09商業與管理群,國立高雄科技大學,國立科大,國際企業系,商管類,,通過,,未錄取,False
113-3071-232034,113,232,09商業與管理群,國立高雄科技大學,國立科大,會計資訊系,資訊類,,通過,,未錄取,False
113-3071-232034,113,232,09商業與管理群,國立臺中科技大學,國立科大,國際貿易與經營系,商管類,,通過,,未錄取,False
113-3071-232034,113,232,09商業與管理群,中原大學,私立大學,國際經營與貿易學系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-232034,113,232,09商業與管理群,中原大學,私立大學,會計學系,商管類,,通過,,備取17,False
113-3071-232034,113,232,09商業與管理群,逢甲大學,私立大學,會計學系,商管類,,通過,,備取5,False
113-3071-232036,113,232,09商業與管理群,國立雲林科技大學,國立科大,文化資產維護系,藝術人文類,,未通過,未通過第2項倍率篩選,,False
113-3071-232036,113,232,09商業與管理群,國立臺北護理健康大學,國立大學,高齡健康照護系,醫護健康類,,未通過,未通過第1項倍率篩選,,False
113-3071-232036,113,232,09商業與管理群,國立臺北護理健康大學,國立大學,健康事業管理系,商管類,,通過,,未錄取,False
113-3071-232036,113,232,09商業與管理群,國立臺北護理健康大學,國立大學,生死與健康心理諮商系,醫護健康類,,未通過,未通過第2項倍率篩選,,False
113-3071-232036,113,232,09商業與管理群,國立臺中科技大學,國立科大,會計資訊系,資訊類,,通過,,備取74,False
113-3071-232036,113,232,09商業與管理群,中原大學,私立大學,會計學系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233001,113,233,09商業與管理群,國立高雄科技大學,國立科大,運籌管理系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233001,113,233,09商業與管理群,國立高雄科技大學,國立科大,航運管理系,商管類,,未通過,未通過第2項倍率篩選,,False
113-3071-233001,113,233,09商業與管理群,國立澎湖科技大學,國立科大,航運管理系,商管類,,通過,,未錄取,False
113-3071-233001,113,233,09商業與管理群,弘光科技大學,私立科大,護理系,醫護健康類,,通過,,正取,False
113-3071-233001,113,233,09商業與管理群,長庚學校財團法人長庚科技大學,私立科大,護理系（林口校區）,醫護健康類,,通過,,備取1,False
113-3071-233001,113,233,09商業與管理群,國立金門大學,國立大學,企業管理學系,商管類,,未通過,未通過第3項倍率篩選,,False
113-3071-233003,113,233,09商業與管理群,國立雲林科技大學,國立科大,應用外語系,語文類,,未通過,未通過第4項倍率篩選,,False
113-3071-233003,113,233,09商業與管理群,國立高雄科技大學,國立科大,應用英語系,語文類,,通過,,未錄取,False
113-3071-233003,113,233,09商業與管理群,國立勤益科技大學,國立科大,應用英語系,語文類,,未通過,未通過第2項倍率篩選,,False
113-3071-233003,113,233,09商業與管理群,國立臺中科技大學,國立科大,應用英語系,語文類,,通過,,備取8,False
113-3071-233003,113,233,09商業與管理群,致理科技大學,私立科大,應用英語系,語文類,,通過,,未錄取,False
113-3071-233003,113,233,09商業與管理群,國立臺灣體育運動大學,國立大學,運動事業管理學系,商管類,,未通過,未通過第4項倍率篩選,,False
113-3071-233006,113,233,09商業與管理群,國立雲林科技大學,國立科大,工業工程與管理系,工程類,,未通過,未通過第2項倍率篩選,,False
113-3071-233006,113,233,09商業與管理群,國立臺北科技大學,國立科大,工業工程與管理系,工程類,,未通過,未通過第1項倍率篩選,,False
113-3071-233006,113,233,09商業與管理群,國立高雄科技大學,國立科大,工業工程與管理系,工程類,,通過,,正取,False
113-3071-233006,113,233,09商業與管理群,國立高雄科技大學,國立科大,資訊管理系,資訊類,,未通過,未通過第2項倍率篩選,,False
113-3071-233006,113,233,09商業與管理群,國立虎尾科技大學,國立科大,資訊管理系,資訊類,,通過,,正取,False
113-3071-233006,113,233,09商業與管理群,國立虎尾科技大學,國立科大,財務金融系,商管類,,通過,,正取,False
113-3071-233007,113,233,09商業與管理群,國立雲林科技大學,國立科大,應用外語系,語文類,,未通過,未通過第4項倍率篩選,,False
113-3071-233007,113,233,09商業與管理群,國立高雄科技大學,國立科大,應用英語系,語文類,,未通過,未通過第1項倍率篩選,,False
113-3071-233007,113,233,09商業與管理群,國立虎尾科技大學,國立科大,應用外語系,語文類,,未通過,未通過同級分超額篩選,,False
113-3071-233007,113,233,09商業與管理群,國立勤益科技大學,國立科大,應用英語系,語文類,,未通過,未通過第2項倍率篩選,,False
113-3071-233007,113,233,09商業與管理群,國立臺中科技大學,國立科大,應用英語系,語文類,,未通過,未通過第3項倍率篩選,,False
113-3071-233007,113,233,09商業與管理群,德明財經科技大學,私立科大,應用外語系,語文類,,通過,,未錄取,False
113-3071-233008,113,233,09商業與管理群,國立雲林科技大學,國立科大,企業管理系,商管類,,通過,,備取10,False
113-3071-233008,113,233,09商業與管理群,國立雲林科技大學,國立科大,會計系,商管類,,未通過,未通過第2項倍率篩選,,False
113-3071-233008,113,233,09商業與管理群,國立臺中科技大學,國立科大,財務金融系,商管類,,通過,,未錄取,False
113-3071-233008,113,233,09商業與管理群,國立臺北商業大學,國立大學,會計資訊系（臺北校區）,資訊類,,未通過,未通過第2項倍率篩選,,False
113-3071-233008,113,233,09商業與管理群,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233008,113,233,09商業與管理群,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233009,113,233,09商業與管理群,國立臺灣科技大學,國立科大,資訊管理系,資訊類,,未通過,未通過第1項倍率篩選,,False
113-3071-233009,113,233,09商業與管理群,國立雲林科技大學,國立科大,會計系,商管類,,通過,,未錄取,False
113-3071-233009,113,233,09商業與管理群,國立臺北科技大學,國立科大,資訊與財金管理系,資訊類,,未通過,未通過第1項倍率篩選,,False
113-3071-233009,113,233,09商業與管理群,國立臺北商業大學,國立大學,會計資訊系（臺北校區）,資訊類,,通過,,未錄取,False
113-3071-233009,113,233,09商業與管理群,國立臺北商業大學,國立大學,財務金融系（臺北校區）,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233009,113,233,09商業與管理群,國立成功大學,國立大學,會計學系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233010,113,233,09商業與管理群,國立臺灣科技大學,國立科大,企業管理系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233010,113,233,09商業與管理群,國立雲林科技大學,國立科大,工業工程與管理系,工程類,,通過,,未錄取,False
113-3071-233010,113,233,09商業與管理群,國立雲林科技大學,國立科大,財務金融系,商管類,,未通過,未通過同級分超額篩選,,False
113-3071-233010,113,233,09商業與管理群,國立臺北科技大學,國立科大,工業工程與管理系,工程類,,通過,,未錄取,False
113-3071-233010,113,233,09商業與管理群,國立臺北科技大學,國立科大,經營管理系,商管類,,未通過,未通過同級分超額篩選,,False
113-3071-233010,113,233,09商業與管理群,國立臺北商業大學,國立大學,財務金融系（臺北校區）,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233011,113,233,09商業與管理群,國立雲林科技大學,國立科大,企業管理系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233011,113,233,09商業與管理群,國立雲林科技大學,國立科大,財務金融系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233011,113,233,09商業與管理群,國立臺中科技大學,國立科大,財務金融系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233011,113,233,09商業與管理群,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,,未通過,未通過第2項倍率篩選,,False
113-3071-233011,113,233,09商業與管理群,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,,未通過,未通過第2項倍率篩選,,False
113-3071-233011,113,233,09商業與管理群,臺北醫學大學,私立大學,醫務管理學系,商管類,,未通過,未通過同級分超額篩選,,False
113-3071-233013,113,233,09商業與管理群,國立雲林科技大學,國立科大,企業管理系,商管類,,未通過,未通過第3項倍率篩選,,False
113-3071-233013,113,233,09商業與管理群,國立高雄科技大學,國立科大,企業管理系,商管類,,未通過,未通過同級分超額篩選,,False
113-3071-233013,113,233,09商業與管理群,國立高雄科技大學,國立科大,風險管理與保險系,商管類,,未通過,未通過第2項倍率篩選,,False
113-3071-233013,113,233,09商業與管理群,國立臺中科技大學,國立科大,企業管理系,商管類,,通過,,未錄取,False
113-3071-233013,113,233,09商業與管理群,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233014,113,233,09商業與管理群,國立雲林科技大學,國立科大,工業工程與管理系,工程類,,未通過,未通過第2項倍率篩選,,False
113-3071-233014,113,233,09商業與管理群,國立雲林科技大學,國立科大,企業管理系,商管類,,未通過,未通過第3項倍率篩選,,False
113-3071-233014,113,233,09商業與管理群,國立高雄科技大學,國立科大,金融系,商管類,,未通過,未通過同級分超額篩選,,False
113-3071-233014,113,233,09商業與管理群,國立臺北商業大學,國立大學,國際商務系（臺北校區）,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233014,113,233,09商業與管理群,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233014,113,233,09商業與管理群,國立臺北商業大學,國立大學,商業設計管理系（桃園校區）,設計類,,通過,,未錄取,False
113-3071-233015,113,233,09商業與管理群,國立雲林科技大學,國立科大,財務金融系,商管類,,未通過,未通過同級分超額篩選,,False
113-3071-233015,113,233,09商業與管理群,國立雲林科技大學,國立科大,會計系,商管類,,通過,,未錄取,False
113-3071-233015,113,233,09商業與管理群,國立臺北科技大學,國立科大,資訊與財金管理系,資訊類,,未通過,未通過第1項倍率篩選,,False
113-3071-233015,113,233,09商業與管理群,國立臺北商業大學,國立大學,會計資訊系（臺北校區）,資訊類,,未通過,未通過同級分超額篩選,,False
113-3071-233015,113,233,09商業與管理群,國立臺北商業大學,國立大學,財務金融系（臺北校區）,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233015,113,233,09商業與管理群,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,,未通過,未通過同級分超額篩選,,False
113-3071-233016,113,233,09商業與管理群,國立高雄科技大學,國立科大,運籌管理系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233016,113,233,09商業與管理群,國立高雄科技大學,國立科大,人力資源發展系,商管類,,未通過,未通過同級分超額篩選,,False
113-3071-233016,113,233,09商業與管理群,國立高雄科技大學,國立科大,商務資訊應用系,資訊類,,未通過,未通過第1項倍率篩選,,False
113-3071-233016,113,233,09商業與管理群,國立虎尾科技大學,國立科大,工業管理系,商管類,,未通過,未通過第3項倍率篩選,,False
113-3071-233016,113,233,21資管類,國立勤益科技大學,國立科大,流通管理系,商管類,,通過,,備取20,False
113-3071-233016,113,233,09商業與管理群,國立臺中科技大學,國立科大,流通管理系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233017,113,233,09商業與管理群,國立臺中科技大學,國立科大,國際貿易與經營系,商管類,,通過,,未錄取,False
113-3071-233017,113,233,09商業與管理群,國立臺北商業大學,國立大學,商業設計管理系（桃園校區）,設計類,,未通過,未通過第3項倍率篩選,,False
113-3071-233017,113,233,09商業與管理群,國立臺北商業大學,國立大學,數位多媒體設計系（桃園校區）,資訊類,,通過,,未錄取,False
113-3071-233017,113,233,21資管類,國立臺灣藝術大學,國立大學,圖文傳播藝術學系,傳播類,,未通過,未通過第1項倍率篩選,,False
113-3071-233017,113,233,09商業與管理群,中原大學,私立大學,國際經營與貿易學系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233017,113,233,09商業與管理群,逢甲大學,私立大學,國際經營與貿易學系,商管類,,通過,,未錄取,False
113-3071-233018,113,233,09商業與管理群,國立高雄科技大學,國立科大,運籌管理系,商管類,,未通過,未通過第2項倍率篩選,,False
113-3071-233018,113,233,09商業與管理群,國立高雄科技大學,國立科大,智慧商務系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233018,113,233,09商業與管理群,國立高雄科技大學,國立科大,商務資訊應用系,資訊類,,未通過,未通過同級分超額篩選,,False
113-3071-233018,113,233,21資管類,國立臺中科技大學,國立科大,資訊工程系,資訊類,,未通過,未通過第2項倍率篩選,,False
113-3071-233018,113,233,21資管類,國立臺北商業大學,國立大學,資訊管理系（臺北校區）,資訊類,,未通過,未通過第1項倍率篩選,,False
113-3071-233018,113,233,09商業與管理群,逢甲大學,私立大學,經濟學系,商管類,,未通過,未通過第2項倍率篩選,,False
113-3071-233019,113,233,09商業與管理群,國立勤益科技大學,國立科大,企業管理系,商管類,,通過,,備取6,False
113-3071-233019,113,233,09商業與管理群,國立臺中科技大學,國立科大,企業管理系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233019,113,233,09商業與管理群,致理科技大學,私立科大,財務金融系,商管類,,通過,,未錄取,False
113-3071-233019,113,233,09商業與管理群,銘傳大學,私立大學,企業管理學系（台北校區）,商管類,,通過,,備取5,False
113-3071-233019,113,233,09商業與管理群,實踐大學,私立大學,財務金融學系（臺北校區）,商管類,,未通過,未通過第2項倍率篩選,,False
113-3071-233020,113,233,21資管類,國立雲林科技大學,國立科大,資訊管理系,資訊類,,通過,,備取5,False
113-3071-233020,113,233,09商業與管理群,國立雲林科技大學,國立科大,財務金融系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233020,113,233,09商業與管理群,國立臺北科技大學,國立科大,工業工程與管理系,工程類,,未通過,未通過第1項倍率篩選,,False
113-3071-233020,113,233,09商業與管理群,國立臺北科技大學,國立科大,經營管理系,商管類,,通過,,備取15,False
113-3071-233021,113,233,09商業與管理群,國立雲林科技大學,國立科大,企業管理系,商管類,,通過,,正取,False
113-3071-233021,113,233,09商業與管理群,國立雲林科技大學,國立科大,財務金融系,商管類,,未通過,未通過同級分超額篩選,,False
113-3071-233021,113,233,09商業與管理群,國立臺北科技大學,國立科大,經營管理系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233021,113,233,09商業與管理群,國立高雄科技大學,國立科大,金融系,商管類,,通過,,正取,False
113-3071-233021,113,233,09商業與管理群,國立臺中科技大學,國立科大,財務金融系,商管類,,通過,,未錄取,False
113-3071-233021,113,233,09商業與管理群,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,,未通過,未通過同級分超額篩選,,False
113-3071-233022,113,233,09商業與管理群,國立雲林科技大學,國立科大,工業工程與管理系,工程類,,未通過,未通過第2項倍率篩選,,False
113-3071-233022,113,233,09商業與管理群,國立雲林科技大學,國立科大,企業管理系,商管類,,未通過,未通過第4項倍率篩選,,False
113-3071-233022,113,233,09商業與管理群,國立臺北科技大學,國立科大,工業工程與管理系,工程類,,未通過,未通過第1項倍率篩選,,False
113-3071-233022,113,233,09商業與管理群,國立高雄科技大學,國立科大,資訊管理系,資訊類,,未通過,未通過第2項倍率篩選,,False
113-3071-233022,113,233,09商業與管理群,國立中正大學,國立大學,經濟學系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233022,113,233,21資管類,中原大學,私立大學,資訊管理學系,資訊類,,通過,,備取18,False
113-3071-233023,113,233,09商業與管理群,國立高雄科技大學,國立科大,企業管理系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233023,113,233,09商業與管理群,國立高雄科技大學,國立科大,應用德語系,語文類,,通過,,--,False
113-3071-233023,113,233,09商業與管理群,國立勤益科技大學,國立科大,企業管理系,商管類,,通過,,--,False
113-3071-233023,113,233,09商業與管理群,國立臺北護理健康大學,國立大學,生死與健康心理諮商系,醫護健康類,,通過,,--,False
113-3071-233023,113,233,09商業與管理群,國立臺北商業大學,國立大學,國際商務系（臺北校區）,商管類,,通過,,--,False
113-3071-233023,113,233,09商業與管理群,中原大學,私立大學,會計學系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233024,113,233,09商業與管理群,國立虎尾科技大學,國立科大,企業管理系,商管類,,未通過,未通過同級分超額篩選,,False
113-3071-233024,113,233,09商業與管理群,國立虎尾科技大學,國立科大,財務金融系,商管類,,未通過,未通過第3項倍率篩選,,False
113-3071-233024,113,233,09商業與管理群,國立勤益科技大學,國立科大,企業管理系,商管類,,通過,,備取18,False
113-3071-233024,113,233,09商業與管理群,國立臺中科技大學,國立科大,企業管理系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233026,113,233,09商業與管理群,國立高雄科技大學,國立科大,企業管理系,商管類,,未通過,未通過第2項倍率篩選,,False
113-3071-233026,113,233,09商業與管理群,國立高雄科技大學,國立科大,智慧商務系,商管類,,未通過,未通過第2項倍率篩選,,False
113-3071-233026,113,233,09商業與管理群,國立臺北護理健康大學,國立大學,健康事業管理系,商管類,,通過,,備取17,False
113-3071-233026,113,233,09商業與管理群,國立臺中科技大學,國立科大,保險金融管理系,商管類,,通過,,備取22,False
113-3071-233026,113,233,09商業與管理群,銘傳大學,私立大學,企業管理學系（台北校區）,商管類,,通過,,正取,False
113-3071-233026,113,233,09商業與管理群,銘傳大學,私立大學,國際企業學系（台北校區）,商管類,,通過,,正取,False
113-3071-233028,113,233,09商業與管理群,國立臺灣科技大學,國立科大,企業管理系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233028,113,233,09商業與管理群,國立臺北科技大學,國立科大,經營管理系,商管類,,通過,,未錄取,False
113-3071-233028,113,233,09商業與管理群,國立臺北商業大學,國立大學,財務金融系（臺北校區）,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233028,113,233,09商業與管理群,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,,通過,,正取,False
113-3071-233028,113,233,09商業與管理群,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,,通過,,未錄取,False
113-3071-233029,113,233,09商業與管理群,朝陽科技大學,私立科大,財務金融系,商管類,,未通過,未通過第2項倍率篩選,,False
113-3071-233029,113,233,09商業與管理群,致理科技大學,私立科大,財務金融系,商管類,,通過,,未錄取,False
113-3071-233031,113,233,09商業與管理群,國立雲林科技大學,國立科大,財務金融系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233032,113,233,09商業與管理群,國立高雄科技大學,國立科大,國際企業系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233032,113,233,09商業與管理群,國立高雄科技大學,國立科大,人力資源發展系,商管類,,通過,,正取,False
113-3071-233032,113,233,09商業與管理群,國立高雄科技大學,國立科大,會計資訊系,資訊類,,未通過,未通過第1項倍率篩選,,False
113-3071-233032,113,233,09商業與管理群,國立臺中科技大學,國立科大,保險金融管理系,商管類,,通過,,正取,False
113-3071-233032,113,233,09商業與管理群,中原大學,私立大學,國際經營與貿易學系,商管類,,通過,,備取10,False
113-3071-233032,113,233,09商業與管理群,中原大學,私立大學,會計學系,商管類,,通過,,備取33,False
113-3071-233033,113,233,09商業與管理群,國立高雄科技大學,國立科大,航運技術系,工程類,,通過,,未錄取,False
113-3071-233033,113,233,09商業與管理群,國立勤益科技大學,國立科大,流通管理系,商管類,,未通過,未通過同級分超額篩選,,False
113-3071-233033,113,233,09商業與管理群,國立臺北護理健康大學,國立大學,健康事業管理系,商管類,,通過,,備取29,False
113-3071-233033,113,233,09商業與管理群,國立臺中科技大學,國立科大,企業管理系,商管類,,未通過,未通過第1項倍率篩選,,False
113-3071-233033,113,233,09商業與管理群,中原大學,私立大學,會計學系,商管類,,未通過,未通過第2項倍率篩選,,False
113-3071-233033,113,233,09商業與管理群,銘傳大學,私立大學,企業管理學系（台北校區）,商管類,,通過,,備取7,False
