student_id,畢業年度,班級_標準,錄取管道,錄取管道_原始,錄取學校,學校類型,錄取科系,科系分類,錄取身分,二階結果,資料來源
113-3071-432008,113,432.0,科大甄選,四技二專甄選,中原大學,私立大學,會計學系,商管類,,備取38,第二階篩選
113-3071-432010,113,432.0,科大甄選,四技二專甄選,國立雲林科技大學,國立科大,資訊管理系,資訊類,,正取,第二階篩選
113-3071-432010,113,432.0,科大甄選,四技二專甄選,國立虎尾科技大學,國立科大,資訊工程系,資訊類,,未錄取,第二階篩選
113-3071-432010,113,432.0,科大甄選,四技二專甄選,國立臺北商業大學,國立大學,資訊管理系（臺北校區）,資訊類,,未錄取,第二階篩選
113-3071-432012,113,432.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,資訊管理系,資訊類,,未錄取,第二階篩選
113-3071-432012,113,432.0,科大甄選,四技二專甄選,國立虎尾科技大學,國立科大,資訊工程系,資訊類,,未錄取,第二階篩選
113-3071-432015,113,432.0,科大甄選,四技二專甄選,國立澎湖科技大學,國立科大,資訊管理系,資訊類,,未錄取,第二階篩選
113-3071-432016,113,432.0,科大甄選,四技二專甄選,國立屏東科技大學,國立科大,資訊管理系,資訊類,,未錄取,第二階篩選
113-3071-432016,113,432.0,科大甄選,四技二專甄選,朝陽科技大學,私立科大,財務金融系,商管類,,未錄取,第二階篩選
113-3071-432016,113,432.0,科大甄選,四技二專甄選,國立屏東大學,國立大學,資訊管理學系,資訊類,,備取25,第二階篩選
113-3071-432016,113,432.0,科大甄選,四技二專甄選,靜宜大學,私立大學,資訊管理學系,資訊類,,備取7,第二階篩選
113-3071-432017,113,432.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,資訊管理系,資訊類,,未錄取,第二階篩選
113-3071-432017,113,432.0,科大甄選,四技二專甄選,國立虎尾科技大學,國立科大,資訊工程系,資訊類,,正取,第二階篩選
113-3071-432017,113,432.0,科大甄選,四技二專甄選,國立虎尾科技大學,國立科大,資訊管理系,資訊類,,正取,第二階篩選
113-3071-432017,113,432.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,資訊工程系,資訊類,,正取,第二階篩選
113-3071-432018,113,432.0,科大甄選,四技二專甄選,國立虎尾科技大學,國立科大,資訊管理系,資訊類,,未錄取,第二階篩選
113-3071-432018,113,432.0,科大甄選,四技二專甄選,國立勤益科技大學,國立科大,資訊管理系,資訊類,,未錄取,第二階篩選
113-3071-432018,113,432.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,資訊管理系,資訊類,,未錄取,第二階篩選
113-3071-432019,113,432.0,科大甄選,四技二專甄選,朝陽科技大學,私立科大,財務金融系,商管類,,未錄取,第二階篩選
113-3071-432021,113,432.0,科大甄選,四技二專甄選,國立澎湖科技大學,國立科大,資訊管理系,資訊類,,未錄取,第二階篩選
113-3071-432021,113,432.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,資訊管理系,資訊類,,正取,第二階篩選
113-3071-432021,113,432.0,科大甄選,四技二專甄選,中原大學,私立大學,資訊管理學系,資訊類,,正取,第二階篩選
113-3071-432023,113,432.0,科大甄選,四技二專甄選,長庚學校財團法人長庚科技大學,私立科大,護理系（林口校區）,醫護健康類,,備取9,第二階篩選
113-3071-432024,113,432.0,科大甄選,四技二專甄選,國立澎湖科技大學,國立科大,航運管理系,商管類,,未錄取,第二階篩選
113-3071-432024,113,432.0,科大甄選,四技二專甄選,國立澎湖科技大學,國立科大,資訊管理系,資訊類,,未錄取,第二階篩選
113-3071-432024,113,432.0,科大甄選,四技二專甄選,朝陽科技大學,私立科大,資訊管理系數位多媒體組,資訊類,,備取4,第二階篩選
113-3071-432024,113,432.0,科大甄選,四技二專甄選,明志科技大學,私立科大,經營管理系,商管類,,正取,第二階篩選
113-3071-432024,113,432.0,科大甄選,四技二專甄選,嶺東科技大學,私立科大,數位媒體設計系,設計類,,未錄取,第二階篩選
113-3071-432024,113,432.0,科大甄選,四技二專甄選,致理科技大學,私立科大,資訊管理系,資訊類,,備取5,第二階篩選
113-3071-432026,113,432.0,科大甄選,四技二專甄選,國立勤益科技大學,國立科大,工業工程與管理系,工程類,,未錄取,第二階篩選
113-3071-432026,113,432.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,財務金融系,商管類,,未錄取,第二階篩選
113-3071-432026,113,432.0,科大甄選,四技二專甄選,中原大學,私立大學,國際經營與貿易學系,商管類,,正取,第二階篩選
113-3071-432026,113,432.0,科大甄選,四技二專甄選,中原大學,私立大學,資訊管理學系,資訊類,,正取,第二階篩選
113-3071-432028,113,432.0,科大甄選,四技二專甄選,健行科技大學,私立科大,資訊管理系,資訊類,,未錄取,第二階篩選
113-3071-432028,113,432.0,科大甄選,四技二專甄選,健行科技大學,私立科大,資訊工程系,資訊類,,未錄取,第二階篩選
113-3071-432028,113,432.0,科大甄選,四技二專甄選,中國科技大學,私立科大,智慧商務經營管理系（臺北校區）,商管類,,未錄取,第二階篩選
113-3071-432028,113,432.0,科大甄選,四技二專甄選,醒吾科技大學,私立科大,資訊科技應用系,資訊類,,正取,第二階篩選
113-3071-432028,113,432.0,科大甄選,四技二專甄選,致理科技大學,私立科大,資訊管理系（資安人才）,資訊類,,未錄取,第二階篩選
113-3071-432029,113,432.0,科大甄選,四技二專甄選,中國科技大學,私立科大,視覺傳達設計系（新竹校區）,設計類,,正取,第二階篩選
113-3071-432030,113,432.0,科大甄選,四技二專甄選,致理科技大學,私立科大,資訊管理系,資訊類,,正取,第二階篩選
113-3071-432030,113,432.0,科大甄選,四技二專甄選,台北海洋科技大學,私立科大,電競數位遊戲與動畫設計系（淡水校區）,設計類,,正取,第二階篩選
113-3071-432031,113,432.0,科大甄選,四技二專甄選,國立臺北商業大學,國立大學,國際商務系（臺北校區）,商管類,,正取,第二階篩選
113-3071-432033,113,432.0,科大甄選,四技二專甄選,國立勤益科技大學,國立科大,企業管理系,商管類,,備取14,第二階篩選
113-3071-432034,113,432.0,科大甄選,四技二專甄選,元培醫事科技大學,私立科大,醫務管理系醫療產業管理組,商管類,,正取,第二階篩選
113-3071-432034,113,432.0,科大甄選,四技二專甄選,長庚學校財團法人長庚科技大學,私立科大,護理系（林口校區）,醫護健康類,,備取4,第二階篩選
113-3071-432034,113,432.0,科大甄選,四技二專甄選,國立聯合大學,國立大學,資訊管理學系,資訊類,,備取13,第二階篩選
113-3071-432035,113,432.0,科大甄選,四技二專甄選,國立臺北科技大學,國立科大,經營管理系,商管類,,未錄取,第二階篩選
113-3071-432036,113,432.0,科大甄選,四技二專甄選,國立勤益科技大學,國立科大,工業工程與管理系,工程類,,未錄取,第二階篩選
113-3071-432038,113,432.0,科大甄選,四技二專甄選,國立中興大學,國立大學,企業管理學系,商管類,,正取,第二階篩選
113-3071-432038,113,432.0,科大甄選,四技二專甄選,國立中興大學,國立大學,應用經濟學系,商管類,,正取,第二階篩選
113-3071-432038,113,432.0,科大甄選,四技二專甄選,國立中央大學,國立大學,經濟學系,商管類,,正取,第二階篩選
113-3071-433007,113,433.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,資訊管理系,資訊類,,未錄取,第二階篩選
113-3071-433008,113,433.0,科大甄選,四技二專甄選,國立勤益科技大學,國立科大,流通管理系,商管類,,未錄取,第二階篩選
113-3071-433008,113,433.0,科大甄選,四技二專甄選,國立臺北護理健康大學,國立大學,健康事業管理系,商管類,,備取19,第二階篩選
113-3071-433008,113,433.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,保險金融管理系,商管類,,備取5,第二階篩選
113-3071-433008,113,433.0,科大甄選,四技二專甄選,逢甲大學,私立大學,國際經營與貿易學系,商管類,,未錄取,第二階篩選
113-3071-433010,113,433.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,資訊管理系,資訊類,,未錄取,第二階篩選
113-3071-433020,113,433.0,科大甄選,四技二專甄選,朝陽科技大學,私立科大,行銷與流通管理系,商管類,,未錄取,第二階篩選
113-3071-433021,113,433.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,保險金融管理系,商管類,,備取38,第二階篩選
113-3071-433022,113,433.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,財政稅務系,商管類,,備取24,第二階篩選
113-3071-433025,113,433.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,保險金融管理系,商管類,,正取,第二階篩選
113-3071-433026,113,433.0,科大甄選,四技二專甄選,國立虎尾科技大學,國立科大,企業管理系,商管類,,未錄取,第二階篩選
113-3071-433026,113,433.0,科大甄選,四技二專甄選,國立勤益科技大學,國立科大,企業管理系,商管類,,未錄取,第二階篩選
113-3071-433026,113,433.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,保險金融管理系,商管類,,正取,第二階篩選
113-3071-433028,113,433.0,科大甄選,四技二專甄選,國立雲林科技大學,國立科大,工業工程與管理系,工程類,,未錄取,第二階篩選
113-3071-433028,113,433.0,科大甄選,四技二專甄選,國立雲林科技大學,國立科大,資訊管理系,資訊類,,正取,第二階篩選
113-3071-433029,113,433.0,科大甄選,四技二專甄選,逢甲大學,私立大學,國際經營與貿易學系,商管類,,未錄取,第二階篩選
113-3071-433030,113,433.0,科大甄選,四技二專甄選,致理科技大學,私立科大,國際貿易系,商管類,,正取,第二階篩選
113-3071-433031,113,433.0,科大甄選,四技二專甄選,國立勤益科技大學,國立科大,企業管理系,商管類,,--,第二階篩選
113-3071-433031,113,433.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,財政稅務系,商管類,,--,第二階篩選
113-3071-433031,113,433.0,科大甄選,四技二專甄選,國立屏東大學,國立大學,會計學系,商管類,,正取,第二階篩選
113-3071-433032,113,433.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,應用日語系,語文類,,備取15,第二階篩選
113-3071-433033,113,433.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,財務金融系,商管類,,正取,第二階篩選
113-3071-433035,113,433.0,科大甄選,四技二專甄選,國立臺灣科技大學,國立科大,應用外語系,語文類,,未錄取,第二階篩選
113-3071-433035,113,433.0,科大甄選,四技二專甄選,國立臺北科技大學,國立科大,應用英文系,語文類,,備取7,第二階篩選
113-3071-433038,113,433.0,科大甄選,四技二專甄選,國立雲林科技大學,國立科大,資訊管理系,資訊類,,正取,第二階篩選
113-3071-631014,113,531.0,科大甄選,四技二專甄選,長庚學校財團法人長庚科技大學,私立科大,護理系（林口校區）,醫護健康類,,未錄取,第二階篩選
113-3071-631019,113,531.0,科大甄選,四技二專甄選,弘光科技大學,私立科大,護理系,醫護健康類,,未錄取,第二階篩選
113-3071-631019,113,531.0,科大甄選,四技二專甄選,元培醫事科技大學,私立科大,護理系,醫護健康類,,未錄取,第二階篩選
113-3071-631019,113,531.0,科大甄選,四技二專甄選,中華醫事科技大學,私立科大,護理系,醫護健康類,,未錄取,第二階篩選
113-3071-631019,113,531.0,科大甄選,四技二專甄選,長庚學校財團法人長庚科技大學,私立科大,護理系（林口校區）,醫護健康類,,未錄取,第二階篩選
113-3071-631019,113,531.0,科大甄選,四技二專甄選,慈濟學校財團法人慈濟科技大學,私立科大,護理系,醫護健康類,,未錄取,第二階篩選
113-3071-631036,113,531.0,科大甄選,四技二專甄選,國立臺北護理健康大學,國立大學,護理系,醫護健康類,,未錄取,第二階篩選
113-3071-631036,113,531.0,科大甄選,四技二專甄選,長庚學校財團法人長庚科技大學,私立科大,護理系（林口校區）,醫護健康類,,未錄取,第二階篩選
,113,,科大甄選,四技二專甄選,龍華科技大學,私立科大,多媒體與遊戲發展科學系,資訊類,,未錄取,第二階篩選
,113,,科大甄選,四技二專甄選,醒吾科技大學,私立科大,商業設計系,設計類,,未錄取,第二階篩選
,113,,科大甄選,四技二專甄選,萬能科技大學,私立科大,餐飲管理系,商管類,,正取,第二階篩選
113-3071-232017,113,232.0,科大甄選,四技二專甄選,國立雲林科技大學,國立科大,會計系,商管類,,未錄取(備取1),第二階篩選
113-3071-433007,113,433.0,科大甄選,四技二專甄選,國立雲林科技大學,國立科大,資訊管理系,資訊類,,未錄取(正取),第二階篩選
113-3071-133027,113,133.0,科大甄選,四技二專甄選,國立臺北護理健康大學,國立大學,健康事業管理系,商管類,,--(正取),第二階篩選
113-3071-234034,113,234.0,科大甄選,四技二專甄選,國立臺北商業大學,國立大學,數位多媒體設計系（桃園校區）,資訊類,,備取6,第二階篩選
113-3071-131020,113,131.0,科大甄選,四技二專甄選,國立屏東科技大學,國立科大,企業管理系,商管類,,未錄取,第二階篩選
113-3071-231032,113,231.0,科大甄選,四技二專甄選,國立雲林科技大學,國立科大,工業工程與管理系,工程類,,--(正取),第二階篩選
113-3071-231032,113,231.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,工業工程與管理系,工程類,,--(備取1),第二階篩選
113-3071-231032,113,231.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,商務資訊應用系,資訊類,,--(正取),第二階篩選
113-3071-234036,113,234.0,科大甄選,四技二專甄選,國立勤益科技大學,國立科大,健康產業科技研發與管理系,商管類,,未錄取(正取),第二階篩選
113-3071-131020,113,131.0,科大甄選,四技二專甄選,靜宜大學,私立大學,法律學系,社會法政類,,未錄取,第二階篩選
113-3071-131020,113,131.0,科大甄選,四技二專甄選,靜宜大學,私立大學,企業管理學系,商管類,,未錄取,第二階篩選
113-3071-131020,113,131.0,科大甄選,四技二專甄選,真理大學,私立大學,法律學系,社會法政類,,未錄取,第二階篩選
113-3071-432021,113,432.0,科大甄選,四技二專甄選,中原大學(資管類),私立大學,資訊管理學系,資訊類,,正取,第二階篩選
113-3071-131034,113,131.0,科大甄選,四技二專甄選,國立雲林科技大學,國立科大,工業工程與管理系,工程類,,備取12(備取1),第二階篩選
113-3071-131034,113,131.0,科大甄選,四技二專甄選,國立臺北科技大學,國立科大,經營管理系,商管類,,未錄取(備取1),第二階篩選
113-3071-232020,113,232.0,科大甄選,四技二專甄選,致理科技大學,私立科大,企業管理系,商管類,,備取16(正取),第二階篩選
113-3071-232020,113,232.0,科大甄選,四技二專甄選,國立勤益科技大學,國立科大,工業工程與管理系,工程類,,--(正取),第二階篩選
113-3071-431021,113,431.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,智慧商務系(資管類),資訊類,,備取5,第二階篩選
113-3071-433007,113,433.0,科大甄選,四技二專甄選,國立臺灣科技大學,國立科大,資訊管理系,資訊類,,未錄取(正取),第二階篩選
114-3071-131001,114,131.0,國軍／就業,國軍召募,國防大學政治作戰學院,私立大學,心理及社會工作學系,社會法政類,,,總榜單
114-3071-133012,114,133.0,國軍／就業,國軍召募,國防大學管理學院,私立大學,財務管理學系,商管類,,,總榜單
114-3071-131002,114,131.0,統測分發,技專分發,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,,,總榜單
114-3071-131003,114,131.0,大學申請,大學個申,逢甲大學,私立大學,環境工程與科學學系,工程類,,,總榜單
114-3071-131004,114,131.0,統測分發,技專分發,國立臺中科技大學,國立科大,休閒事業經營系,餐旅觀光類,,,總榜單
114-3071-131007,114,131.0,統測分發,技專分發,健行科技大學,私立科大,企業管理系,商管類,,,總榜單
114-3071-131008,114,131.0,科大甄選,技專甄選,致理科技大學,私立科大,財務金融系,商管類,,,總榜單
114-3071-131009,114,131.0,甄試入學,甄試入學,亞東科技大學,私立科大,醫務管理系,商管類,,,總榜單
114-3071-131010,114,131.0,科大甄選,技專甄選,國立臺灣體育運動大學,國立大學,運動事業管理學系,商管類,,,總榜單
114-3071-131011,114,131.0,統測分發,技專分發,國立臺北科技大學,國立科大,資訊與財金管理系,資訊類,,,總榜單
114-3071-131012,114,131.0,科大甄選,技專甄選,靜宜大學,私立大學,行銷與數位經營管理學系,商管類,,,總榜單
,114,131.0,獨立招生,獨立招生,國立臺北商業大學,國立大學,空中進修學院企業管理科,商管類,,,總榜單
114-3071-131013,114,131.0,統測分發,技專分發,國立勤益科技大學,國立科大,文化創意事業系,設計類,,,總榜單
114-3071-131014,114,131.0,科大甄選,技專甄選,國立臺中科技大學,國立科大,休閒事業經營系,餐旅觀光類,,,總榜單
114-3071-131015,114,131.0,科大甄選,技專甄選,致理科技大學,私立科大,財務金融系,商管類,,,總榜單
114-3071-131016,114,131.0,統測分發,技專分發,致理科技大學,私立科大,會計資訊系,資訊類,,,總榜單
114-3071-131017,114,131.0,科大甄選,技專甄選,國立臺北科技大學,國立科大,資訊與財金管理系,資訊類,,,總榜單
114-3071-131018,114,131.0,科大甄選,技專甄選,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,,,總榜單
114-3071-131019,114,131.0,統測分發,技專分發,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,,,總榜單
114-3071-131020,114,131.0,科大甄選,技專甄選,國立臺中科技大學,國立科大,企業管理系,商管類,,,總榜單
114-3071-131021,114,131.0,科大甄選,技專甄選,台北海洋科技大學,私立科大,寵物業經營管理系（淡水校區）,商管類,,,總榜單
114-3071-131022,114,131.0,統測分發,技專分發,國立高雄科技大學,國立科大,工業工程與管理系,工程類,,,總榜單
114-3071-131023,114,131.0,科大甄選,技專甄選,致理科技大學,私立科大,企業管理系,商管類,,,總榜單
114-3071-131024,114,131.0,統測分發,技專分發,致理科技大學,私立科大,會計資訊系,資訊類,,,總榜單
114-3071-131025,114,131.0,科大甄選,技專甄選,國立高雄科技大學,國立科大,風險管理與保險系,商管類,,,總榜單
114-3071-131026,114,131.0,科大甄選,技專甄選,逢甲大學,私立大學,合作經濟暨社會事業經營學系,商管類,,,總榜單
114-3071-131027,114,131.0,統測分發,技專分發,國立臺北護理健康大學,國立大學,健康事業管理系,商管類,,,總榜單
114-3071-131028,114,131.0,科大甄選,技專甄選,國立臺北護理健康大學,國立大學,健康事業管理系,商管類,,,總榜單
114-3071-131029,114,131.0,統測分發,技專分發,國立高雄餐旅大學,國立大學,休閒暨遊憩管理系,商管類,,,總榜單
114-3071-131030,114,131.0,科大甄選,技專甄選,靜宜大學,私立大學,行銷與數位經營管理學系,商管類,,,總榜單
114-3071-131031,114,131.0,科大甄選,技專甄選,國立臺北科技大學,國立科大,資訊與財金管理系,資訊類,,,總榜單
114-3071-131032,114,131.0,科大甄選,技專甄選,國立臺北科技大學,國立科大,資訊與財金管理系,資訊類,,,總榜單
114-3071-131034,114,131.0,科大甄選,技專甄選,中原大學,私立大學,會計學系,商管類,,,總榜單
114-3071-131035,114,131.0,統測分發,技專分發,國立臺北商業大學,國立大學,會計資訊系（臺北校區）,資訊類,,,總榜單
,114,131.0,統測分發,技專分發,致理科技大學,私立科大,財務金融系,商管類,,,總榜單
114-3071-131037,114,131.0,統測分發,技專分發,國立臺北護理健康大學,國立大學,生死與健康心理諮商系,醫護健康類,,,總榜單
114-3071-131038,114,132.0,科大甄選,技專甄選,國立高雄科技大學,國立科大,風險管理與保險系,商管類,,,總榜單
114-3071-132001,114,132.0,科大甄選,技專甄選,靜宜大學,私立大學,資訊管理學系,資訊類,,,總榜單
114-3071-132005,114,132.0,統測分發,技專分發,國立勤益科技大學,國立科大,行銷與流通管理系,商管類,,,總榜單
114-3071-132006,114,132.0,統測分發,技專分發,國立高雄科技大學,國立科大,漁業科技與管理系,商管類,,,總榜單
114-3071-132008,114,132.0,統測分發,技專分發,萬能科技大學,私立科大,餐飲管理系,商管類,,,總榜單
114-3071-132009,114,132.0,國軍／就業,國軍召募,國防大學管理學院,私立大學,財務管理學系,商管類,,,總榜單
114-3071-132010,114,132.0,統測分發,技專分發,弘光科技大學,私立科大,智慧科技應用系,資訊類,,,總榜單
114-3071-132011,114,132.0,科大甄選,技專甄選,國立勤益科技大學,國立科大,行銷與流通管理系,商管類,,,總榜單
114-3071-132012,114,132.0,科大甄選,技專甄選,國立臺中科技大學,國立科大,應用統計系,商管類,,,總榜單
114-3071-132013,114,132.0,統測分發,技專分發,國立高雄科技大學,國立科大,會計資訊系,資訊類,,,總榜單
114-3071-132014,114,132.0,甄試入學,甄試入學,明新科技大學,私立科大,財務金融系創意行銷組,設計類,,,總榜單
114-3071-132015,114,132.0,科大甄選,技專甄選,國立高雄科技大學,國立科大,資訊管理系,資訊類,,,總榜單
,114,132.0,獨立招生,獨立招生,國立臺北商業大學,國立大學,,未知,,,總榜單
114-3071-132018,114,132.0,統測分發,技專分發,國立高雄科技大學,國立科大,會計資訊系,資訊類,,,總榜單
114-3071-132019,114,132.0,統測分發,技專分發,國立臺北護理健康大學,國立大學,健康事業管理系,商管類,,,總榜單
114-3071-132021,114,132.0,科大甄選,技專甄選,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,,,總榜單
114-3071-132022,114,132.0,統測分發,技專分發,大仁科技大學,私立科大,社會工作系,社會法政類,,,總榜單
114-3071-132025,114,132.0,科大甄選,技專甄選,國立彰化師範大學,國立大學,財務金融技術學系,商管類,,,總榜單
114-3071-132026,114,132.0,科大甄選,技專甄選,國立臺中科技大學,國立科大,財務金融系,商管類,,,總榜單
114-3071-132028,114,132.0,科大甄選,技專甄選,朝陽科技大學,私立科大,會計系,商管類,,,總榜單
114-3071-132031,114,132.0,產學攜手,產學攜手,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,,,總榜單
114-3071-132032,114,132.0,科大甄選,技專甄選,朝陽科技大學,私立科大,財務金融系,商管類,,,總榜單
114-3071-132035,114,132.0,統測分發,技專分發,國立雲林科技大學,國立科大,企業管理系,商管類,,,總榜單
114-3071-132036,114,132.0,統測分發,技專分發,國立臺北商業大學,國立大學,會計資訊系（臺北校區）,資訊類,,,總榜單
114-3071-132037,114,132.0,科大甄選,技專甄選,國立高雄科技大學,國立科大,行銷與流通管理系,商管類,,,總榜單
114-3071-132038,114,132.0,科大甄選,技專甄選,致理科技大學,私立科大,資訊管理系,資訊類,,,總榜單
114-3071-133001,114,132.0,統測分發,技專分發,國立高雄科技大學,國立科大,行銷與流通管理系,商管類,,,總榜單
114-3071-133002,114,132.0,科大甄選,技專甄選,逢甲大學,私立大學,國際經營與貿易學系,商管類,,,總榜單
114-3071-133003,114,132.0,統測分發,技專分發,國立高雄科技大學,國立科大,會計資訊系,資訊類,,,總榜單
114-3071-133004,114,132.0,科大甄選,技專甄選,國立臺中科技大學,國立科大,流通管理系,商管類,,,總榜單
114-3071-133005,114,132.0,統測分發,技專分發,國立臺北商業大學,國立大學,會計資訊系（臺北校區）,資訊類,,,總榜單
114-3071-133006,114,132.0,統測分發,技專分發,致理科技大學,私立科大,應用英語系,語文類,,,總榜單
114-3071-133007,114,132.0,科大甄選,技專甄選,國立臺中科技大學,國立科大,保險金融管理系,商管類,,,總榜單
114-3071-133008,114,132.0,科大甄選,技專甄選,國立屏東科技大學,國立科大,工業管理系,商管類,,,總榜單
114-3071-133009,114,132.0,科大甄選,技專甄選,國立雲林科技大學,國立科大,財務金融系,商管類,,,總榜單
114-3071-133010,114,132.0,統測分發,技專分發,朝陽科技大學,私立科大,工業工程與管理系,工程類,,,總榜單
114-3071-133011,114,133.0,統測分發,技專分發,國立虎尾科技大學,國立科大,財務金融系,商管類,,,總榜單
114-3071-133013,114,133.0,統測分發,技專分發,國立臺北商業大學,國立大學,資訊管理系（臺北校區）,資訊類,,,總榜單
114-3071-133014,114,133.0,科大甄選,技專甄選,中原大學,私立大學,國際經營與貿易學系,商管類,,,總榜單
114-3071-133015,114,133.0,統測分發,技專分發,國立虎尾科技大學,國立科大,財務金融系,商管類,,,總榜單
114-3071-133016,114,133.0,統測分發,技專分發,國立臺北護理健康大學,國立大學,健康事業管理系,商管類,,,總榜單
114-3071-133017,114,133.0,統測分發,技專分發,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,,,總榜單
114-3071-133018,114,133.0,統測分發,技專分發,朝陽科技大學,私立科大,應用英語系,語文類,,,總榜單
114-3071-133019,114,133.0,甄試入學,甄試入學,朝陽科技大學,私立科大,財務金融系,商管類,,,總榜單
114-3071-133020,114,133.0,統測分發,技專分發,國立臺中科技大學,國立科大,保險金融管理系,商管類,,,總榜單
114-3071-133021,114,133.0,科大甄選,技專甄選,中原大學,私立大學,國際經營與貿易學系,商管類,,,總榜單
114-3071-133022,114,133.0,甄試入學,甄試入學,健行科技大學,私立科大,行銷與流通管理系,商管類,,,總榜單
114-3071-133023,114,133.0,統測分發,技專分發,致理科技大學,私立科大,財務金融系,商管類,,,總榜單
114-3071-133024,114,133.0,統測分發,技專分發,萬能科技大學,私立科大,行銷與流通管理系,商管類,,,總榜單
114-3071-133025,114,133.0,統測分發,技專分發,萬能科技大學,私立科大,行銷與流通管理系,商管類,,,總榜單
114-3071-133026,114,133.0,科大甄選,技專甄選,靜宜大學,私立大學,會計學系,商管類,,,總榜單
114-3071-133027,114,133.0,統測分發,技專分發,國立臺中科技大學,國立科大,財政稅務系,商管類,,,總榜單
114-3071-133028,114,133.0,統測分發,技專分發,國立臺中科技大學,國立科大,財務金融系,商管類,,,總榜單
114-3071-133029,114,133.0,統測分發,技專分發,國立高雄科技大學,國立科大,金融資訊系,資訊類,,,總榜單
,114,133.0,統測分發,技專分發,國立勤益科技大學,國立科大,資訊管理系,資訊類,,,總榜單
114-3071-133031,114,133.0,科大甄選,技專甄選,國立臺中科技大學,國立科大,財務金融系,商管類,,,總榜單
114-3071-133034,114,133.0,統測分發,技專分發,健行科技大學,私立科大,資訊工程系,資訊類,,,總榜單
114-3071-133036,114,133.0,統測分發,技專分發,國立勤益科技大學,國立科大,工業工程與管理系,工程類,,,總榜單
,114,133.0,科大甄選,技專甄選,長庚學校財團法人長庚科技大學,私立科大,幼兒保育系（林口校區）,教育類,,,總榜單
114-3071-133037,114,133.0,統測分發,技專分發,國立勤益科技大學,國立科大,健康產業科技研發與管理系,商管類,,,總榜單
114-3071-134001,114,133.0,統測分發,技專分發,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,,,總榜單
,114,133.0,統測分發,技專分發,國立高雄餐旅大學,國立大學,應用英語系,語文類,,,總榜單
114-3071-134002,114,133.0,統測分發,技專分發,國立臺中科技大學,國立科大,財務金融系,商管類,,,總榜單
114-3071-134003,114,133.0,統測分發,技專分發,國立勤益科技大學,國立科大,企業管理系,商管類,,,總榜單
114-3071-134004,114,133.0,統測分發,技專分發,健行科技大學,私立科大,數位多媒體設計系,資訊類,,,總榜單
114-3071-134005,114,133.0,統測分發,技專分發,致理科技大學,私立科大,財務金融系,商管類,,,總榜單
114-3071-134006,114,133.0,統測分發,技專分發,國立臺北商業大學,國立大學,商業設計管理系（桃園校區）,設計類,,,總榜單
114-3071-134007,114,133.0,獨立招生,獨立招生,醒吾科技大學,私立科大,表演藝術系,藝術人文類,,,總榜單
114-3071-134008,114,133.0,統測分發,技專分發,國立高雄科技大學,國立科大,財政稅務系,商管類,,,總榜單
114-3071-134009,114,133.0,獨立招生,獨立招生,健行科技大學,私立科大,,未知,,,總榜單
114-3071-134011,114,134.0,甄試入學,甄試入學,台南應用科技大學,私立科大,財務金融系,商管類,,,總榜單
114-3071-134012,114,134.0,統測分發,技專分發,國立臺中科技大學,國立科大,資訊工程系,資訊類,,,總榜單
114-3071-134013,114,134.0,統測分發,技專分發,國立臺灣科技大學,國立科大,資訊管理系,資訊類,,,總榜單
114-3071-134015,114,134.0,科大甄選,技專甄選,國立雲林科技大學,國立科大,工業工程與管理系,工程類,,,總榜單
114-3071-134016,114,134.0,統測分發,技專分發,國立高雄科技大學,國立科大,供應鏈管理系,商管類,,,總榜單
114-3071-134017,114,134.0,統測分發,技專分發,明志科技大學,私立科大,經營管理系,商管類,,,總榜單
114-3071-134023,114,134.0,統測分發,技專分發,文藻外語大學,私立大學,國際事務系,其他,,,總榜單
114-3071-134026,114,134.0,科大甄選,技專甄選,國立高雄科技大學,國立科大,工業工程與管理系,工程類,,,總榜單
