student_id,畢業年度,班級_標準,錄取管道,錄取管道_原始,錄取學校,學校類型,錄取科系,科系分類,錄取身分,二階結果,資料來源
114-3071-134027,114,134.0,科大甄選,技專甄選,國立臺北護理健康大學,國立大學,健康事業管理系,商管類,,,總榜單
114-3071-134028,114,134.0,統測分發,技專分發,國立雲林科技大學,國立科大,工業工程與管理系,工程類,,,總榜單
114-3071-134029,114,134.0,統測分發,技專分發,朝陽科技大學,私立科大,財務金融系,商管類,,,總榜單
114-3071-134030,114,134.0,統測分發,技專分發,國立臺北商業大學,國立大學,會計資訊系（臺北校區）,資訊類,,,總榜單
114-3071-134032,114,134.0,科大甄選,技專甄選,國立臺灣科技大學,國立科大,企業管理系,商管類,,,總榜單
114-3071-134033,114,134.0,統測分發,技專分發,國立高雄科技大學,國立科大,行銷與流通管理系,商管類,,,總榜單
114-3071-134035,114,134.0,科大甄選,技專甄選,銘傳大學,私立大學,國際企業學系（台北校區）,商管類,,,總榜單
114-3071-134036,114,134.0,統測分發,技專分發,國立臺中科技大學,國立科大,會計資訊系,資訊類,,,總榜單
114-3071-134037,114,134.0,科大甄選,技專甄選,國立高雄科技大學,國立科大,金融系,商管類,,,總榜單
114-3071-231001,114,134.0,科大甄選,技專甄選,中原大學,私立大學,資訊管理學系,資訊類,,,總榜單
114-3071-231002,114,134.0,統測分發,技專分發,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,,,總榜單
114-3071-231003,114,134.0,科大甄選,技專甄選,國立臺北科技大學,國立科大,經營管理系,商管類,,,總榜單
114-3071-231004,114,134.0,統測分發,技專分發,國立臺灣科技大學,國立科大,企業管理系,商管類,,,總榜單
114-3071-231005,114,134.0,統測分發,技專分發,國立高雄科技大學,國立科大,國際企業系,商管類,,,總榜單
114-3071-231006,114,134.0,統測分發,技專分發,國立臺北護理健康大學,國立大學,資訊管理系,資訊類,,,總榜單
114-3071-231007,114,134.0,科大甄選,技專甄選,國立高雄科技大學,國立科大,會計資訊系,資訊類,,,總榜單
114-3071-231008,114,134.0,統測分發,技專分發,國立臺中科技大學,國立科大,資訊工程系,資訊類,,,總榜單
114-3071-231009,114,134.0,統測分發,技專分發,國立臺中科技大學,國立科大,保險金融管理系,商管類,,,總榜單
114-3071-231010,114,134.0,統測分發,技專分發,國立臺北商業大學,國立大學,國際商務系（臺北校區）,商管類,,,總榜單
114-3071-231013,114,134.0,科大甄選,技專甄選,國立臺中科技大學,國立科大,保險金融管理系,商管類,,,總榜單
114-3071-231014,114,134.0,統測分發,技專分發,國立聯合大學,國立大學,資訊管理學系,資訊類,,,總榜單
114-3071-231016,114,134.0,科大甄選,技專甄選,國立臺北科技大學,國立科大,資訊與財金管理系,資訊類,,,總榜單
114-3071-231017,114,134.0,科大甄選,技專甄選,國立勤益科技大學,國立科大,行銷與流通管理系,商管類,,,總榜單
114-3071-231018,114,134.0,科大甄選,技專甄選,國立高雄科技大學,國立科大,商務資訊應用系（資安人才）,資訊類,,,總榜單
114-3071-231019,114,134.0,統測分發,技專分發,國立高雄科技大學,國立科大,會計資訊系,資訊類,,,總榜單
114-3071-231021,114,134.0,統測分發,技專分發,國立屏東科技大學,國立科大,企業管理系,商管類,,,總榜單
,114,134.0,統測分發,技專分發,國立高雄科技大學,國立科大,財政稅務系,商管類,,,總榜單
114-3071-231023,114,134.0,統測分發,技專分發,國立臺中科技大學,國立科大,財政稅務系,商管類,,,總榜單
114-3071-231024,114,231.0,統測分發,技專分發,國立高雄科技大學,國立科大,高瞻科技不分系學士學位學程,其他,,,總榜單
114-3071-231025,114,231.0,科大甄選,技專甄選,國立勤益科技大學,國立科大,企業管理系,商管類,,,總榜單
114-3071-231029,114,231.0,科大甄選,技專甄選,中原大學,私立大學,會計學系,商管類,,,總榜單
114-3071-231030,114,231.0,統測分發,技專分發,國立屏東大學,國立大學,國際經營與貿易學系,商管類,,,總榜單
114-3071-231032,114,231.0,統測分發,技專分發,健行科技大學,私立科大,行銷與流通管理系,商管類,,,總榜單
114-3071-231034,114,231.0,產學攜手,產學攜手,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,,,總榜單
114-3071-231035,114,231.0,統測分發,技專分發,國立臺中科技大學,國立科大,護理系,醫護健康類,,,總榜單
114-3071-231036,114,231.0,統測分發,技專分發,國立臺中科技大學,國立科大,應用統計系,商管類,,,總榜單
114-3071-231037,114,231.0,科大甄選,技專甄選,中原大學,私立大學,會計學系,商管類,,,總榜單
114-3071-232001,114,231.0,大學繁星,技專繁星,國立臺北商業大學,國立大學,會計資訊系（臺北校區）,資訊類,,,總榜單
114-3071-232002,114,231.0,科大甄選,技專甄選,國立高雄科技大學,國立科大,風險管理與保險系,商管類,,,總榜單
114-3071-232003,114,231.0,統測分發,技專分發,國立臺北護理健康大學,國立大學,高齡健康照護系,醫護健康類,,,總榜單
,114,231.0,甄試入學,甄試入學,台北海洋科技大學,私立科大,餐飲管理系烘焙食品組,商管類,,,總榜單
114-3071-232004,114,231.0,獨立招生,獨立招生,萬能科技大學,私立科大,企業管理系,商管類,,,總榜單
114-3071-232005,114,231.0,科大甄選,技專甄選,逢甲大學,私立大學,會計學系,商管類,,,總榜單
114-3071-232006,114,231.0,科大甄選,技專甄選,致理科技大學,私立科大,國際貿易系,商管類,,,總榜單
114-3071-232007,114,231.0,科大甄選,技專甄選,國立臺中科技大學,國立科大,國際貿易與經營系,商管類,,,總榜單
114-3071-232008,114,231.0,科大甄選,技專甄選,國立臺北商業大學,國立大學,國際商務系（臺北校區）,商管類,,,總榜單
114-3071-232009,114,231.0,統測分發,技專分發,國立高雄科技大學,國立科大,國際企業系,商管類,,,總榜單
114-3071-232010,114,231.0,科大甄選,技專甄選,致理科技大學,私立科大,國際貿易系,商管類,,,總榜單
114-3071-232011,114,231.0,統測分發,技專分發,健行科技大學,私立科大,財務金融系金融管理組,商管類,,,總榜單
114-3071-232013,114,231.0,科大甄選,技專甄選,國立屏東科技大學,國立科大,農企業管理系,商管類,,,總榜單
114-3071-232014,114,231.0,科大甄選,技專甄選,國立高雄科技大學,國立科大,國際企業系,商管類,,,總榜單
114-3071-232015,114,231.0,統測分發,技專分發,健行科技大學,私立科大,行銷與流通管理系,商管類,,,總榜單
114-3071-232016,114,231.0,統測分發,技專分發,國立屏東大學,國立大學,國際經營與貿易學系,商管類,,,總榜單
114-3071-232017,114,231.0,科大甄選,技專甄選,逢甲大學,私立大學,合作經濟暨社會事業經營學系,商管類,,,總榜單
114-3071-232018,114,231.0,科大甄選,技專甄選,致理科技大學,私立科大,國際貿易系,商管類,,,總榜單
114-3071-232019,114,231.0,科大甄選,技專甄選,致理科技大學,私立科大,財務金融系,商管類,,,總榜單
114-3071-232020,114,231.0,科大甄選,技專甄選,國立屏東科技大學,國立科大,工業管理系,商管類,,,總榜單
114-3071-232021,114,231.0,統測分發,技專分發,致理科技大學,私立科大,國際貿易系,商管類,,,總榜單
114-3071-232022,114,232.0,科大甄選,技專甄選,銘傳大學,私立大學,國際企業學系（台北校區）,商管類,,,總榜單
114-3071-232023,114,232.0,統測分發,技專分發,國立虎尾科技大學,國立科大,應用外語系,語文類,,,總榜單
114-3071-232024,114,232.0,科大甄選,技專甄選,國立臺中科技大學,國立科大,休閒事業經營系,餐旅觀光類,,,總榜單
114-3071-232025,114,232.0,統測分發,技專分發,致理科技大學,私立科大,財務金融系,商管類,,,總榜單
114-3071-232026,114,232.0,統測分發,技專分發,國立臺中科技大學,國立科大,應用中文系,語文類,,,總榜單
114-3071-232027,114,232.0,統測分發,技專分發,國立高雄科技大學,國立科大,金融資訊系,資訊類,,,總榜單
114-3071-232028,114,232.0,獨立招生,獨立招生,輔仁大學,私立大學,體育學系運動健康管理組,商管類,,,總榜單
114-3071-232029,114,232.0,產學攜手,產學攜手,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,,,總榜單
114-3071-232030,114,232.0,產學攜手,產學攜手,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,,,總榜單
114-3071-232031,114,232.0,科大甄選,技專甄選,致理科技大學,私立科大,財務金融系,商管類,,,總榜單
114-3071-232033,114,232.0,科大甄選,技專甄選,國立勤益科技大學,國立科大,行銷與流通管理系,商管類,,,總榜單
114-3071-232034,114,232.0,產學攜手,產學攜手,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,,,總榜單
114-3071-232036,114,232.0,產學攜手,產學攜手,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,,,總榜單
114-3071-233001,114,232.0,科大甄選,技專甄選,致理科技大學,私立科大,國際貿易系,商管類,,,總榜單
114-3071-233003,114,232.0,科大甄選,技專甄選,國立勤益科技大學,國立科大,企業管理系,商管類,,,總榜單
114-3071-233006,114,232.0,科大甄選,技專甄選,國立高雄科技大學,國立科大,運籌管理系,商管類,,,總榜單
114-3071-233007,114,232.0,科大甄選,技專甄選,致理科技大學,私立科大,財務金融系,商管類,,,總榜單
114-3071-233008,114,232.0,產學攜手,產學攜手,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,,,總榜單
114-3071-233009,114,232.0,統測分發,技專分發,健行科技大學,私立科大,國際企業經營系航空行銷組,商管類,,,總榜單
114-3071-233010,114,232.0,產學攜手,產學攜手,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,,,總榜單
114-3071-233011,114,232.0,統測分發,技專分發,國立臺中科技大學,國立科大,應用統計系,商管類,,,總榜單
114-3071-233012,114,232.0,統測分發,技專分發,國立臺北護理健康大學,國立大學,生死與健康心理諮商系,醫護健康類,,,總榜單
114-3071-233013,114,232.0,統測分發,技專分發,致理科技大學,私立科大,國際貿易系,商管類,,,總榜單
114-3071-233014,114,232.0,科大甄選,技專甄選,國立勤益科技大學,國立科大,企業管理系,商管類,,,總榜單
114-3071-233015,114,232.0,科大甄選,技專甄選,國立臺中科技大學,國立科大,國際貿易與經營系,商管類,,,總榜單
114-3071-233016,114,232.0,科大甄選,技專甄選,致理科技大學,私立科大,資訊管理系（資安人才）,資訊類,,,總榜單
114-3071-233017,114,232.0,科大甄選,技專甄選,國立臺中科技大學,國立科大,國際貿易與經營系,商管類,,,總榜單
114-3071-233018,114,232.0,科大甄選,技專甄選,國立臺中科技大學,國立科大,國際貿易與經營系,商管類,,,總榜單
114-3071-233019,114,232.0,科大甄選,技專甄選,國立臺北護理健康大學,國立大學,資訊管理系,資訊類,,,總榜單
114-3071-233020,114,232.0,統測分發,技專分發,朝陽科技大學,私立科大,財務金融系,商管類,,,總榜單
114-3071-233022,114,232.0,獨立招生,獨立招生,國立臺北大學,國立大學,財政學系,商管類,,,總榜單
114-3071-233023,114,232.0,科大甄選,技專甄選,健行科技大學,私立科大,行銷與流通管理系,商管類,,,總榜單
114-3071-233024,114,233.0,科大甄選,技專甄選,國立高雄科技大學,國立科大,海事資訊科技系,資訊類,,,總榜單
114-3071-233025,114,233.0,統測分發,技專分發,國立澎湖科技大學,國立科大,資訊管理系,資訊類,,,總榜單
114-3071-233026,114,233.0,統測分發,技專分發,國立臺中科技大學,國立科大,應用英語系,語文類,,,總榜單
114-3071-233027,114,233.0,科大甄選,技專甄選,國立臺北商業大學,國立大學,商業設計管理系（桃園校區）,設計類,,,總榜單
114-3071-233028,114,233.0,科大甄選,技專甄選,國立高雄科技大學,國立科大,風險管理與保險系,商管類,,,總榜單
114-3071-233029,114,233.0,科大甄選,技專甄選,國立高雄科技大學,國立科大,漁業科技與管理系,商管類,,,總榜單
114-3071-233030,114,233.0,科大甄選,技專甄選,國立高雄科技大學,國立科大,風險管理與保險系,商管類,,,總榜單
114-3071-233031,114,233.0,統測分發,技專分發,國立虎尾科技大學,國立科大,企業管理系,商管類,,,總榜單
114-3071-233032,114,233.0,科大甄選,技專甄選,嶺東科技大學,私立科大,企業管理系,商管類,,,總榜單
114-3071-233033,114,233.0,統測分發,技專分發,醒吾科技大學,私立科大,國際商務系,商管類,,,總榜單
114-3071-233034,114,233.0,統測分發,技專分發,致理科技大學,私立科大,國際貿易系,商管類,,,總榜單
114-3071-233036,114,233.0,科大甄選,技專甄選,國立高雄科技大學,國立科大,供應鏈管理系,商管類,,,總榜單
114-3071-234001,114,233.0,科大甄選,技專甄選,致理科技大學,私立科大,會計資訊系,資訊類,,,總榜單
114-3071-234002,114,233.0,統測分發,技專分發,國立宜蘭大學,國立大學,應用經濟與管理學系,商管類,,,總榜單
114-3071-234003,114,233.0,科大甄選,技專甄選,國立高雄餐旅大學,國立大學,休閒暨遊憩管理系,商管類,,,總榜單
